Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Publisher
"Villar D., Casillas J.","Facing Many Objectives for Fairness in Machine Learning",2021,"Communications in Computer and Information Science",,"10.1007/978-3-030-85347-1_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115203781&doi=10.1007%2f978-3-030-85347-1_27&partnerID=40&md5=345e243cab3feb5d0c843d54fed4ea33","Fairness is an increasingly important topic in the world of Artificial Intelligence. Machine learning techniques are widely used nowadays to solve huge amounts of problems, but those techniques may be biased against certain social groups due to different reasons. Using fair classification methods we can attenuate this discrimination source. Nevertheless, there are lots of valid fairness definitions which may be mutually incompatible. The aim of this paper is to propose a method which generates fair solutions for machine learning binary classification problems with one sensitive attribute. As we want accurate, fair and interpretable solutions, our method is based on Many Objective Evolutionary Algorithms (MaOEAs). The decision space will represent hyperparameters for training our classifiers, which will be decision trees, while the objective space will be a four-dimensional space representing the quality of the classifier in terms of an accuracy measure, two contradictory fairness criteria and an interpretability indicator. Experimentation have been done using four well known fairness datasets. As we will see, our algorithm generates good solutions compared to previous work, and a presumably well populated pareto-optimal population is found so that different classifiers could be used depending on our needs. © 2021, Springer Nature Switzerland AG.","Decision trees; Fairness in machine learning; Many objective evolutionary algorithm","Springer Science and Business Media Deutschland GmbH"
"Dreifuerst R.M., Daulton S., Qian Y., Varkey P., Balandat M., Kasturia S., Tomar A., Yazdan A., Ponnampalam V., Heath R.W.","Optimizing coverage and capacity in cellular networks using machine learning",2021,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",3,"10.1109/ICASSP39728.2021.9414155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115036912&doi=10.1109%2fICASSP39728.2021.9414155&partnerID=40&md5=7ff393448c3e2b585b227598bcf16274","Wireless cellular networks have many parameters that are normally tuned upon deployment and re-tuned as the network changes. Many operational parameters affect reference signal received power (RSRP), reference signal received quality (RSRQ), signal-to-interference-plus-noise-ratio (SINR), and, ultimately, throughput. In this paper, we develop and compare two approaches for maximizing coverage and minimizing interference by jointly optimizing the transmit power and downtilt (elevation tilt) settings across sectors. To evaluate different parameter configurations offline, we construct a realistic simulation model that captures geographic correlations. Using this model, we evaluate two optimization methods: deep deterministic policy gradient (DDPG), a reinforcement learning (RL) algorithm, and multi-objective Bayesian optimization (BO). Our simulations show that both approaches significantly outperform random search and converge to comparable Pareto frontiers, but that BO converges with two orders of magnitude fewer evaluations than DDPG. Our results suggest that data-driven techniques can effectively self-optimize coverage and capacity in cellular networks. ©2021 IEEE","Bayesian optimization; Coverage and capacity optimization; Machine learning; Reinforcement learning","Institute of Electrical and Electronics Engineers Inc."
"Li Y., Hao G., Liu Y., Yu Y., Ni Z., Zhao Y.","Many-Objective Distribution Network Reconfiguration via Deep Reinforcement Learning Assisted Optimization Algorithm",2021,"IEEE Transactions on Power Delivery",2,"10.1109/TPWRD.2021.3107534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114616660&doi=10.1109%2fTPWRD.2021.3107534&partnerID=40&md5=3227bacca6adddbfdfede04bd66e4aec","With the increasing penetration of renewable energy (RE), the operation of distribution network is threatened and some issues may appear, i.e., large voltage deviation, deterioration of statistic voltage stability, high power loss, etc. In turn, RE accommodation would be significantly impacted. Therefore, we propose a many-objective distribution network reconfiguration (MDNR) model, with the consideration of RE curtailment, voltage deviation, power loss, statistic voltage stability, and generation cost. This aims to assess the trade-off among these objectives for better operations of distribution networks. As this proposed model is a non-convex, non-linear, many-objective optimization problem, it is difficult to be solved. We further propose a deep reinforcement learning (DRL) assisted multi-objective bacterial foraging optimization (DRLMBFO) algorithm. This algorithm combines the advantages of DRL and MBFO, and is targeted to find the Pareto front of proposed MDNR model with better searching efficiency. Finally, case study based on a modified IEEE 33-bus distribution system verifies the effectiveness of MDNR model and outperformance of DRL-MBFO. IEEE","deep reinforcement learning; Distribution network reconfiguration; Distribution networks; Generators; many-objective optimization; Microorganisms; Optimization; Power system stability; Reinforcement learning; renewable energy; Renewable energy sources","Institute of Electrical and Electronics Engineers Inc."
"Li Y.-H., Aslam M.S., Harfiya L.N., Chang C.-C.","Conditional Wasserstein generative adversarial networks for rebalancing iris image datasets",2021,"IEICE Transactions on Information and Systems",1,"10.1587/transinf.2021EDP7079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114384136&doi=10.1587%2ftransinf.2021EDP7079&partnerID=40&md5=e6212e2b34ef964ce51fbc7828c712fd","The recent development of deep learning-based generative models has sharply intensified the interest in data synthesis and its applications. Data synthesis takes on an added importance especially for some pattern recognition tasks in which some classes of data are rare and difficult to collect. In an iris dataset, for instance, the minority class samples include images of eyes with glasses, oversized or undersized pupils, misaligned iris locations, and iris occluded or contaminated by eyelids, eyelashes, or lighting reflections. Such class-imbalanced datasets often result in biased classification performance. Generative adversarial networks (GANs) are one of the most promising frameworks that learn to generate synthetic data through a two-player minimax game between a generator and a discriminator. In this paper, we utilized the state-of-the-art conditional Wasserstein generative adversarial network with gradient penalty (CWGAN-GP) for generating the minority class of iris images which saves huge amount of cost of human labors for rare data collection. With our model, the researcher can generate as many iris images of rare cases as they want and it helps to develop any deep learning algorithm whenever large size of dataset is needed. Copyright © 2021 The Institute of Electronics, Information and Communication Engineers","Deep learning; Generative adversarial network; Iris image generation; Machine learning neural networks; Signal synthesis","Institute of Electronics Information Communication Engineers"
"Kaloop M.R., Pijush S., Rabah M., Al-Ajami H., Hu J.W., Zaki A.","Improving accuracy of local geoid model using machine learning approaches and residuals of GPS/levelling geoid height",2021,"Survey Review",2,"10.1080/00396265.2021.1970918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113593459&doi=10.1080%2f00396265.2021.1970918&partnerID=40&md5=d171bbc30b5dc891391507367d885d1b","This study aims to use GPS/Levelling data and machine learning techniques (MLs) to model a high precision local geoid for Kuwait. To improve the accuracy of a local geoid the global geopotential model and local terrain effect should be incorporated. The geoid model was improved based on the modelling of geoid residuals using three MLs. Minimax Probability Machine Regression (MPMR), Gaussian Process Regression (GPR), and Multivariate Adaptive Regression Splines (MARS) MLs were developed for modelling the calculated geoid residuals. The results show that the accuracy of the three MLs was improved compared to previous studies, and the accuracy of the GPR model was better than the other models. The standard deviations of Kuwait geoid undulation determined by GPS/Levelling, gravimetric, and developed GPR models were 1.377, 1.375, 1.375 m, respectively. Thus, the developed GPR model has successfully predicted an accurate geoid height of Kuwait with maximum variation approaches ±0.02 m. © 2021 Survey Review Ltd.","Geoid; Geoid residuals; GGM; GPS/Levelling; Machine learning","Taylor and Francis Ltd."
"Bui K., Park F., Zhang S., Qi Y., Xin J.","Improving Network Slimming with Nonconvex Regularization",2021,"IEEE Access",,"10.1109/ACCESS.2021.3105366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113243442&doi=10.1109%2fACCESS.2021.3105366&partnerID=40&md5=16af8de33ce2d0de136e78f476af9cf1","Convolutional neural networks (CNNs) have developed to become powerful models for various computer vision tasks ranging from object detection to semantic segmentation. However, most of the state-of-the-art CNNs cannot be deployed directly on edge devices such as smartphones and drones, which need low latency under limited power and memory bandwidth. One popular, straightforward approach to compressing CNNs is network slimming, which imposes ℓ1 regularization on the channel-associated scaling factors via the batch normalization layers during training. Network slimming thereby identifies insignificant channels that can be pruned for inference. In this paper, we propose replacing the ℓ1 penalty with an alternative nonconvex, sparsity-inducing penalty in order to yield a more compressed and/or accurate CNN architecture. We investigate ℓp (0 < p < 1) , transformed ℓ1 ( Tℓ1 ), minimax concave penalty (MCP), and smoothly clipped absolute deviation (SCAD) due to their recent successes and popularity in solving sparse optimization problems, such as compressed sensing and variable selection. We demonstrate the effectiveness of network slimming with nonconvex penalties on three neural network architectures - VGG-19, DenseNet-40, and ResNet-164 - on standard image classification datasets. Based on the numerical experiments, T ℓ1 preserves model accuracy against channel pruning, ℓ1/2, 3/4 yield better compressed models with similar accuracies after retraining as ℓ1 , and MCP and SCAD provide more accurate models after retraining with similar compression as ℓ1. Network slimming with T ℓ1 regularization also outperforms the latest Bayesian modification of network slimming in compressing a CNN architecture in terms of memory storage while preserving its model accuracy after channel pruning. © 2013 IEEE.","Convolutional neural networks (CNN); deep learning; machine learning; network pruning; nonconvex optimization","Institute of Electrical and Electronics Engineers Inc."
"Lee E., Lee J., Kim Y., No J.","Minimax Approximation of Sign Function by Composite Polynomial for Homomorphic Comparison",2021,"IEEE Transactions on Dependable and Secure Computing",,"10.1109/TDSC.2021.3105111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113231167&doi=10.1109%2fTDSC.2021.3105111&partnerID=40&md5=26df7e1b5601bac6ba1b3ad0fc79ec6f","The comparison operation for two numbers is one of the most frequently used operations in several applications, including deep learning. As such, lots of research has been conducted with the goal of efficiently evaluating the comparison operation in homomorphic encryption schemes. Recently, Cheon et al. (Asiacrypt 2020) proposed new comparison methods that approximated the sign function on homomorphically encrypted data using composite polynomials and proved that these methods had optimal asymptotic complexity. In this paper, we propose a practically optimal method that approximates the sign function using compositions of minimax approximation polynomials. We prove that this approximation method is optimal with respect to depth consumption and the number of non-scalar multiplications. In addition, we propose a polynomial-time algorithm that determines the optimal composition of minimax approximation polynomials for the proposed homomorphic comparison operation using dynamic programming. The numerical analysis demonstrates that when minimizing runtime, the proposed comparison operation reduces the runtime by approximately 45% on average when compared to the previous algorithm. Likewise, when minimizing depth consumption, the proposed algorithm reduces the runtime by approximately 41% on average. In addition, when high precision in the comparison operation is required, the previous algorithm does not achieve 128-bit security, while the proposed algorithm does due to its small depth consumption. IEEE","Approximation algorithms; Cheon-Kim-Kim-Song (CKKS) scheme; Deep learning; Encryption; fully homomorphic encryption; Heuristic algorithms; homomorphic comparison operation; minimax approximation polynomial; Remez algorithm; Runtime; sign function; Sorting; Upper bound","Institute of Electrical and Electronics Engineers Inc."
"Puranik B., Madhow U., Pedarsani R.","Adversarially robust classification based on GLRT",2021,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",1,"10.1109/ICASSP39728.2021.9413587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112691036&doi=10.1109%2fICASSP39728.2021.9413587&partnerID=40&md5=207d641b40a8900b6abe88cd05b25842","Machine learning models are vulnerable to adversarial attacks that can often cause misclassification by introducing small but well designed perturbations. In this paper, we explore, in the setting of classical composite hypothesis testing, a defense strategy based on the generalized likelihood ratio test (GLRT), which jointly estimates the class of interest and the adversarial perturbation. We evaluate the GLRT approach for the special case of binary hypothesis testing in white Gaussian noise under `∞ norm-bounded adversarial perturbations, a setting for which a minimax strategy optimizing for the worst-case attack is known. We show that the GLRT approach yields performance competitive with that of the minimax approach under the worst-case attack, while yielding a better robustness-accuracy trade-off under weaker attacks. The GLRT defense is applicable in multi-class settings and generalizes naturally to more complex models for which optimal minimax classifiers are not known. © 2021 IEEE","Adversarial machine learning; Hypothesis testing; Robust classification","Institute of Electrical and Electronics Engineers Inc."
"Chen T., Wu S., Yang X., Xu Y., Wong H.","Semantic Regularized Class-Conditional GANs for Semi-Supervised Fine-Grained Image Synthesis",2021,"IEEE Transactions on Multimedia",,"10.1109/TMM.2021.3091859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112141318&doi=10.1109%2fTMM.2021.3091859&partnerID=40&md5=08f532cd8e66304fe97e5efebc17a726","Learning effective generative models for natural image synthesis is a promising way to reduce the dependence of deep models on massive training data. This work focuses on Fine-Grained Image Synthesis (FGIS) in the semi-supervised setting where a small number of training instances are labeled. Different from generic image synthesis tasks, the available fine-grained data may be inadequate, and the differences among the object categories are typically subtle. To address these issues, we propose a Semantic Regularized class-conditional Generative Adversarial Network, which is referred to as SReGAN. We incorporate an additional discriminator and classifier into the generator-discriminator minimax game. Competing with two discriminators enforces the generator to model both marginal and class-conditional data distributions, which alleviates the problem of limited training data and labels. However, the discriminators may overlook the class separability. To induce the generator to discover the distinctions between classes, we construct semantically congruent and incongruent pairs in the generation process, and further regularize the generator by encouraging high similarities of congruent pairs, while penalizing that of incongruent ones in the classifier's feature space. We have conducted extensive experiments to verify the capability of SReGAN in generating high-fidelity images on a variety of FGIS benchmarks. IEEE","Data models; fine-grained image synthesis; Generative adversarial networks; generative adversarial networks; Generators; Image synthesis; semantic regularization; Semantics; Semi-supervised learning; Task analysis; Training","Institute of Electrical and Electronics Engineers Inc."
"Bakurova A.V., Ropalo H.M., Tereschenko E.V.","Analysis of the effectiveness of the successive concessions method to solve the problem of diversification",2021,"CEUR Workshop Proceedings",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111813352&partnerID=40&md5=84836b3cbebfe3b3461b21ba3bce693f","The subject of the paper is multicriteria problems that arise when modeling the complex diversification of a centralized pharmacy network. The purpose of the work is to analyze the peculiarities of solving the three-criteria problem of pharmacy network diversification by the method of successive concessions in the MATLAB package. The paper solves the following problems: research of the advantages of the proposed three-criteria model of pharmacy network diversification in relation to the classical two-criteria model of portfolio theory; construction of the relation of dominance on a set of criteria; determination of the area of stability in the space of the parameters of the concessions method; evaluating the effectiveness of the method for problems of different sizes. The following methods are used: classical portfolio theory, multicriteria optimization, the successive concessions method, computer modeling of the Pareto set. The results obtained: a study of the processes of complex diversification of the pharmacy network by building portfolio models and solving the relevant multicriteria problems by the successive concessions method. Acceptable sets and sets of pareto-optimal portfolios for the risk management are graphically found, taking into account the activity of the network itself and the client portfolio. Conclusions: The results of computer modeling and numerical analysis of solutions by sequential concessions will be useful for automating the business processes of pharmacy networks, risk management, analysis of market data to improve their efficiency. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0). CEUR Workshop Proceedings (CEUR-WS.org)","Entropy; Multicriteria problem; Optimal portfolio problem; Pareto set; Pharmacy network; Successive concessions method","CEUR-WS"
"Zhang J., Dong Q., Song W.","GGADN: Guided generative adversarial dehazing network",2021,"Soft Computing",,"10.1007/s00500-021-06049-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111781779&doi=10.1007%2fs00500-021-06049-w&partnerID=40&md5=0ab0dca4af224edd89d8dd83e00e0b92","Image dehazing has always been a challenging topic in image processing. The development of deep learning methods, especially the generative adversarial networks (GAN), provides a new way for image dehazing. In recent years, many deep learning methods based on GAN have been applied to image dehazing. However, GAN has two problems in image dehazing. Firstly, For haze image, haze not only reduces the quality of the image but also blurs the details of the image. For GAN network, it is difficult for the generator to restore the details of the whole image while removing the haze. Secondly, GAN model is defined as a minimax problem, which weakens the loss function. It is difficult to distinguish whether GAN is making progress in the training process. Therefore, we propose a guided generative adversarial dehazing network (GGADN). Different from other generation adversarial networks, GGADN adds a guided module on the generator. The guided module verifies the network of each layer of the generator. At the same time, the details of the map generated by each layer are strengthened. Network training is based on the pre-trained VGG feature model and L1-regularized gradient prior which is developed by new loss function parameters. From the dehazing results of synthetic images and real images, the proposed method is better than the state-of-the-art dehazing methods. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Dehazing; Generative adversarial networks; Guidance; Loss function","Springer Science and Business Media Deutschland GmbH"
"Chen Z., Ge J., Zhan H., Huang S., Wang D.","Pareto self-supervised training for few-shot learning",2021,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition",4,"10.1109/CVPR46437.2021.01345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110327392&doi=10.1109%2fCVPR46437.2021.01345&partnerID=40&md5=563a97394823e7ce44081a3a30f0e030","While few-shot learning (FSL) aims for rapid generalization to new concepts with little supervision, self-supervised learning (SSL) constructs supervisory signals directly computed from unlabeled data. Exploiting the complementarity of these two manners, few-shot auxiliary learning has recently drawn much attention to deal with few labeled data. Previous works benefit from sharing inductive bias between the main task (FSL) and auxiliary tasks (SSL), where the shared parameters of tasks are optimized by minimizing a linear combination of task losses. However, it is challenging to select a proper weight to balance tasks and reduce task conflict. To handle the problem as a whole, we propose a novel approach named as Pareto self-supervised training (PSST) for FSL. PSST explicitly decomposes the few-shot auxiliary problem into multiple constrained multi-objective subproblems with different trade-off preferences, and here a preference region in which the main task achieves the best performance is identified. Then, an effective preferred Pareto exploration is proposed to find a set of optimal solutions in such a preference region. Extensive experiments on several public benchmark datasets validate the effectiveness of our approach by achieving state-of-the-art performance. © 2021 IEEE",,"IEEE Computer Society"
"Campbell S.D., Werner D.H., Werner P.L.","Inverse design of broadband and reconfigurable meta-optics",2021,"Proceedings of SPIE - The International Society for Optical Engineering",1,"10.1117/12.2589333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109347641&doi=10.1117%2f12.2589333&partnerID=40&md5=c11fdeb6ce0d1a4e26c7a62178b0af6f","By exploiting the generalized form of Snell’s law, metasurfaces afford optical engineers a tremendous increase in degrees of design freedom compared to conventional optical components. These “meta-optics” can achieve unprecedented levels of performance through engineered wavelength-, angular-, and polarization-dependent responses which can be tailored by arranging subwavelength unit cells, or meta-atoms, in an intelligent way. Moreover, these meta-atoms can be constructed from phase change materials which give the added flexibility of realizing reconfigurable meta-optics. Devices such as achromatic flat lenses and non-mechanical zoom lenses are becoming a reality through the advent of metasurface-augmented optical systems. However, achieving high-performance meta-optics relies heavily on proper meta-atom design. This challenge is best overcome through the use of advanced inverse-design tools and state-of-the-art optimization algorithms. To this end, a number of successful meta-device inverse-design approaches have been demonstrated in the literature including those based on topology optimization, deep learning, and global optimization. While each has its pros and cons, multi-objective optimization strategies have proven quite successful do their ability to optimize problems with multiple competing objectives: a common occurrence in optical design. Moreover, multi-objective algorithms produce a Pareto Set of optimal solutions that designers can analyze in order to directly study the tradeoffs between the various design goals. In our presentation, we will introduce an efficient multi-objective optimization enabled design framework for the generation of broadband and multifunctional meta-atoms. Additionally, several meta-optic design examples will be presented, and future research directions discussed. © 2021 SPIE.","Inverse-design; Metamaterials; Metasurfaces; Optical design; Optimization","SPIE"
"Herrmann T.A., Celi R., Baeder J.D.","Multidisciplinary trim analysis using improved optimization, image analysis, and machine learning algorithms",2021,"77th Annual Vertical Flight Society Forum and Technology Display, FORUM 2021: The Future of Vertical Flight",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108947265&partnerID=40&md5=9324cd4bd23b968cb0f27ee0502533ee","A multiobjective design optimization methodology is used to determine the trim controls that minimize power required, noise, and blade loads of a coaxial-pusher rotorcraft, and to quantify the trade-offs among those three objectives in the form of 3-dimensional Pareto frontiers. A moderate-fidelity simulation model is used, which includes blade flexibility and a free vortex rotor wake model. A hybrid optimizer is developed, which starts with a genetic algorithm and radial basis function-based response surfaces, and ends with a gradient-based refinement. A new gradient-based method for constrained multiobjective optimization is developed, based on an extension of the method of feasible directions. A new technique for the automatic interpretation of rotor maps, based on image analysis and k-means clustering is presented. A new technique based on a k-nearest neighbor algorithm predicts trimmability. These two techniques reduce the need for analyst intervention during the optimization and improve accuracy. Results are presented for a 6- and an 8-control effector coaxial configuration in high speed flight. Copyright © 2021 by the Vertical Flight Society. All rights reserved.",,"Vertical Flight Society"
"Fang Z., Zhao M., Yu Z., Li M., Yang Y.","A guiding teaching and dual adversarial learning framework for a single image dehazing",2021,"Visual Computer",1,"10.1007/s00371-021-02184-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107746836&doi=10.1007%2fs00371-021-02184-5&partnerID=40&md5=eedfb4d20555baa72de1ad5c27fde6ac","In most existing deep learning-based image dehazing methods, the haze-free source images are only used as the ground truth for the design of the loss function, whereas the guiding role that the source image should play on different feature levels has been ignored. This will result in a sub-optimal dehazing output. To address this issue, inspired by the knowledge distillation, a guiding teaching framework is designed for single image dehazing in an end-to-end manner, where the features of the haze-free source image at different levels are completely used to promoting the restoration of the hazy image. Specifically, the framework consists of a two-stream convolutional neural network termed teacher stream (TS) and student stream (SS), respectively. The input of the former is a haze-free image while the output is the desired image after reconstruction. The input of the latter is the hazy image, and the output is the restored image. Moreover, a dual adversarial strategy is designed to further improve the ability of SS to imitate teacher stream. In this process, the output results of SS are divided into two categories according to their hazy intensity levels. Then a thick light discriminator is introduced and made against the SS pit, such that the images with better dehazing effects can be used to deal with the ones poorly dehazed. A second discriminator termed light clear discriminator (LCD) is further introduced and a minimax game between the LCD and the SS is defined to drive the final result produced by SS closer to the reconstruction result of the TS. Experimental results show that the proposed method outperforms several latest methods applied to both artificial hazy images and the hazy images from the real scene. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Adversarial learning; Image dehazing; Knowledge distillation; Student stream; Teacher stream","Springer Science and Business Media Deutschland GmbH"
"Crowley E.J., Gray G., Turner J., Storkey A.","Substituting Convolutions for Neural Network Compression",2021,"IEEE Access",,"10.1109/ACCESS.2021.3086321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107388590&doi=10.1109%2fACCESS.2021.3086321&partnerID=40&md5=4601c3fb5a1dee3a452848b114c62960","Many practitioners would like to deploy deep, convolutional neural networks in memory-limited scenarios, e.g., on an embedded device. However, with an abundance of compression techniques available it is not obvious how to proceed; many bring with them additional hyperparameter tuning, and are specific to particular network types. In this paper, we propose a simple compression technique that is general, easy to apply, and requires minimal tuning. Given a large, trained network, we propose (i) substituting its expensive convolutions with cheap alternatives, leaving the overall architecture unchanged; (ii) treating this new network as a student and training it with the original as a teacher through distillation. We demonstrate this approach separately for (i) networks predominantly consisting of full 3 × 3 convolutions and (ii) 1 × 1 or pointwise convolutions which together make up the vast majority of contemporary networks. We are able to leverage a number of methods that have been developed as efficient alternatives to fully-connected layers for pointwise substitution, allowing us provide Pareto-optimal benefits in efficiency/accuracy. © 2013 IEEE.","computer vision; deep neural networks; DNN compression; Machine learning","Institute of Electrical and Electronics Engineers Inc."
"Liu M., Chen D., Zhang Q., Jiang L.","An Online Machine Learning-Based Prediction Strategy for Dynamic Evolutionary Multi-objective Optimization",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",1,"10.1007/978-3-030-72062-9_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107287523&doi=10.1007%2f978-3-030-72062-9_16&partnerID=40&md5=b141a40c0037d027079227b4607c6467","Due to the impact of environmental changes, dynamic evolutionary multi-objective optimization algorithms need to track the time-varying Pareto optimal solution set of dynamic multi-objective optimization problems (DMOPs) as soon as possible by effectively mining historical data. Since online machine learning can help algorithms dynamically adapt to new patterns in the data in machine learning community, this paper introduces Passive-Aggressive Regression (PAR, a common online learning technology) into dynamic evolutionary multi-objective optimization research area. Specifically, a PAR-based prediction strategy is proposed to predict the new Pareto optimal solution set of the next environment. Furthermore, we integrate the proposed prediction strategy into the multi-objective evolutionary algorithm based on decomposition with a differential evolution operator (MOEA/D-DE) to handle DMOPs. Finally, the proposed prediction strategy is compared with three state-of-the-art prediction strategies under the same dynamic MOEA/D-DE framework on CEC2018 dynamic optimization competition problems. The experimental results indicate that the PAR-based prediction strategy is promising for dealing with DMOPs. © 2021, Springer Nature Switzerland AG.","Dynamic environment; Evolutionary multi-objective optimization; Online machine learning; Prediction strategy","Springer Science and Business Media Deutschland GmbH"
"Roy S.S., Samui P.","Predicting longitudinal dispersion coefficient in natural streams using minimax probability machine regression and multivariate adaptive regression spline",2021,"International Journal of Advanced Intelligence Paradigms",,"10.1504/IJAIP.2021.115244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106939158&doi=10.1504%2fIJAIP.2021.115244&partnerID=40&md5=6ced091fc8666d653baac92622e2e6c2","This article employs minimax probability machine regression (MPMR) and multivariate adaptive regression spline (MARS) for prediction of longitudinal dispersion coefficient in natural streams. The variables of hydraulic features such as channel width (B), flow depth (H), flow velocity (U), shear velocity (u*) and geometric features such as channel sinuosity (σ) and channel shape parameter (β) were taken as the input. The dispersion coefficient Kx was the decision parameter for the proposed machine learning models. MARS does not assume any functional relationship between inputs and output. The MARS model is a non-parametric regression model that splits the data and fits each interval into a basis function. MPMR is a probabilistic model which maximises the minimum probability of predicted output. MPMR also provides output within some bound of the true regression function. The proposed study gives an equation for prediction of longitudinal dispersion coefficient based on the developed MARS. The developed MARS has been compared with proposed MPMR. Finally, the performances of the models have been measured by different performance metrics. Copyright © 2021 Inderscience Enterprises Ltd.","Longitudinal dispersion coefficient; MARS; Minimax probability machine regression; MPMR; Multivariate adaptive regression spline; Natural streams; Prediction","Inderscience Publishers"
"Sharma V., Zaki M., Jha K.N., Krishnan N.M.A.","Machine learning-aided cost prediction and optimization in construction operations",2021,"Engineering, Construction and Architectural Management",1,"10.1108/ECAM-10-2020-0778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106055875&doi=10.1108%2fECAM-10-2020-0778&partnerID=40&md5=3acd3acdfa012aaba64a83fd0b218ac2","Purpose: This paper aims to use a data-driven approach towards optimizing construction operations. To this extent, it presents a machine learning (ML)-aided optimization approach, wherein the construction cost is predicted as a function of time, resources and environmental impact, which is further used as a surrogate model for cost optimization. Design/methodology/approach: Taking a dataset from literature, the paper has applied various ML algorithms, namely, simple and regularized linear regression, random forest, gradient boosted trees, neural network and Gaussian process regression (GPR) to predict the construction cost as a function of time, resources and environmental impact. Further, the trained models were used to optimize the construction cost applying single-objective (with and without constraints) and multi-objective optimizations, employing Bayesian optimization, particle swarm optimization (PSO) and non-dominated sorted genetic algorithm. Findings: The results presented in the paper demonstrate that the ensemble methods, such as gradient boosted trees, exhibit the best performance for construction cost prediction. Further, it shows that multi-objective optimization can be used to develop a Pareto front for two competing variables, such as cost and environmental impact, which directly allows a practitioner to make a rational decision. Research limitations/implications: Note that the sequential nature of events which dictates the scheduling is not considered in the present work. This aspect could be incorporated in the future to develop a robust scheme that can optimize the scheduling dynamically. Originality/value: The paper demonstrates that a ML approach coupled with optimization could enable the development of an efficient and economic strategy to plan the construction operations. © 2021, Emerald Publishing Limited.","Construction planning; Methodology; Optimization; Simulation","Emerald Group Holdings Ltd."
"Zhang C., Gao L., Li X., Shen W., Zhou J., Tan K.C.","Resetting Weight Vectors in MOEA/D for Multiobjective Optimization Problems With Discontinuous Pareto Front",2021,"IEEE Transactions on Cybernetics",,"10.1109/TCYB.2021.3062949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104576100&doi=10.1109%2fTCYB.2021.3062949&partnerID=40&md5=d4818947d50c45da16db3a85e0ca573c","When a multiobjective evolutionary algorithm based on decomposition (MOEA/D) is applied to solve problems with discontinuous Pareto front (PF), a set of evenly distributed weight vectors may lead to many solutions assembling in boundaries of the discontinuous PF. To overcome this limitation, this article proposes a mechanism of resetting weight vectors (RWVs) for MOEA/D. When the RWV mechanism is triggered, a classic data clustering algorithm DBSCAN is used to categorize current solutions into several parts. A classic statistical method called principal component analysis (PCA) is used to determine the ideal number of solutions in each part of PF. Thereafter, PCA is used again for each part of PF separately and virtual targeted solutions are generated by linear interpolation methods. Then, the new weight vectors are reset according to the interrelationship between the optimal solutions and the weight vectors under the Tchebycheff decomposition framework. Finally, taking advantage of the current obtained solutions, the new solutions in the decision space are updated via a linear interpolation method. Numerical experiments show that the proposed MOEA/D-RWV can achieve good results for bi-objective and tri-objective optimization problems with discontinuous PF. In addition, the test on a recently proposed MaF benchmark suite demonstrates that MOEA/D-RWV also works for some problems with other complicated characteristics. IEEE","Clustering algorithms; DBSCAN; Evolutionary computation; Heuristic algorithms; Machine learning; Machine learning algorithms; multiobjective evolutionary algorithm (MOEA); multiobjective evolutionary algorithm based on decomposition (MOEA/D); Optimization; Principal component analysis; principal component analysis (PCA); weight vectors","Institute of Electrical and Electronics Engineers Inc."
