Title,Authors,Publisher,Year,Abstract,DOI,Keywords,Citations,Remove - Title
Solving the ruin probabilities of some risk models with Legendre neural network algorithm,"Lu Y., Chen G., Yin Q., Sun H., Hou M.",Digital Signal Processing: A Review Journal,2020.0,"This paper studies a numerical method based on Legendre polynomials and extreme learning machine algorithm to solve the ruin probabilities in the classical risk model and the Erlang(2) risk model. In our method, the hidden layer is eliminated by expanding the input pattern using Legendre polynomials. The network parameters are obtained by solving a system of linear equations using extreme learning machine algorithm. The numerical experiments of some risk models under exponential distribution and Pareto distribution have been performed to validate the accuracy and reliability of our proposed Legendre neural network algorithm. Compared with the existing method, the results obtained by our proposed Legendre neural network model can achieve very high accuracy. Legendre neural network algorithm is well suited for solving the ruin probabilities of the risk models. © 2019 Elsevier Inc.",10.1016/j.dsp.2019.102634,Approximate solutions; Classical risk model; Erlang(2) risk model; Legendre neural network algorithm; Ruin probability,6.0,
Passive underwater target tracking: Conditionally minimax nonlinear filtering with bearing-doppler observations,"Borisov A., Bosov A., Miller B., Miller G.",Sensors (Switzerland),2020.0,"The paper presents an application of the Conditionally-Minimax Nonlinear Filtering (CMNF) algorithm to the online estimation of underwater vehicle movement given a combination of sonar and Doppler discrete-time noisy sensor observations. The proposed filter postulates recurrent “prediction–correction” form with some predefined basic prediction and correction terms, and then they are optimally fused. The CMNF estimates have the following advantageous features. First, the obtained estimates are unbiased. Second, the theoretical covariance matrix of CMNF errors meets the real values. Third, the CMNF algorithm gives a possibility to choose the preliminary observation transform, basic prediction, and correction functions in any specific case of the observation system to improve the estimate accuracy significantly. All the features of conditionally-minimax estimates are demonstrated by the regression example of random position estimate given the noisy bearing observations. The contribution of the paper is the numerical study of the CMNF algorithm applied to the underwater target tracking given bearing-only and bearing-Doppler observations. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/s20082257,Bearing-Doppler measurements; Bearing-only measurements; Conditionally minimax nonlinear filter; Machine learning; Nonlinear filtering; Port-starboard ambiguity; Underwater target tracking,4.0,
Multiple people tracking with articulation detection and stitching strategy,"Liu Y., Yin J., Yu D., Zhao S., Shen J.",Neurocomputing,2020.0,"Multiple people tracking in a monocular video of crowded scenes is a challenging problem, methods of which are mostly based on tracking-by-detection strategies. The result of detection preprocessing used by many tracking methods to avoid creating wrong targets, is likely to be contaminated when there are defective detections in datasets of benchmark. We propose an articulation-based detection selecting method to screen out detections unqualified for further processing. For the association part of tracking workflow, applying minimax operation can minimize the max intra-distance but results in discontinuous trajectories. We design a stitching strategy to link the tracklets created by minimax algorithm. The experimental results will demonstrate that the proposed method outperforms or is comparable to previous approaches. © 2019",10.1016/j.neucom.2019.12.037,Articulation detection; Multiple people tracking; Stitching strategy,6.0,
A bi-phased multi-objective genetic algorithm based classifier,"Dutta D., Sil J., Dutta P.",Expert Systems with Applications,2020.0,"This paper presents a novel Bi-Phased Multi-Objective Genetic Algorithm (BPMOGA) based classification method. It is a Learning Classifier System (LCS) designed for supervised learning tasks. Here we have used Genetic Algorithms (GAs) to discover optimal classifiers from data sets. The objective of the work is to find out a classifier or Complete Rule (CR) which comprises of several Class Specific Rules (CSRs). Phase-I of BPMOGA extracts optimized CSRs in IF−THEN form by following Michigan approach, without considering interaction among the rules. Phase-II of BPMOGA builds optimized CRs from CSRs by following Pittsburgh way. It combines the advantages of both approaches. Extracted CRs help to build CSRs for the next run of phase-I. Hence, phase-I and phase-II are cyclically related, which is one of the uniqueness of BPMOGA. With the help of twenty one benchmark data sets from the University of California at Irvine (UCI) machine learning repository we have compared performance of BPMOGA based classifier with fourteen GA and non-GA based classifiers. Statistical test shows that the performance of the proposed classifier is either superior or comparable to other classifiers. © 2019",10.1016/j.eswa.2019.113163,Classification rules mining; Elitist Multi-Objective Genetic Algorithm; Pareto approach; Statistical test,9.0,
A new steganography without embedding based on adversarial training,"Jiang W., Hu D., Yu C., Li M., Zhao Z.-Q.",ACM International Conference Proceeding Series,2020.0,"Steganography is an art to hide information in the carriers to prevent from being detected, while steganalysis is the opposite art to detect the presence of the hidden information. With the development of deep learning, several state-of-the-art steganography and steganalysis based on deep learning techniques have been proposed to improve hiding or detection capabilities. Generative Adversarial Networks (GANs) based steganography directly uses the minimax game between the generator and discriminator, to automatically generate steganography algorithms resisting being detected by powerful steganalysis. The steganography without embedding (SWE) based on GANs, where the generated cover images themselves are stego ones carrying secret information has shown its state-of-the-art steganography performance. However, SWE based on GANs has serious weaknesses, such as low information recovery accuracy, low steganography capacity and poor natural showing. To solve these problems, this paper proposes a new SWE based on adversarial training, with carefully designed generator, discriminator and extractor, as well as their loss functions and optimized training mode. The proposed method can achieve a very high information recovery accuracy (100% in some cases), and at the same time improve the steganography capacity and image quality. © 2020 ACM.",10.1145/3393527.3393564,Generative adversarial networks; Steganalysis; Steganography; Steganography without embedding,,
Imparting fairness to pre-trained biased representations,"Sadeghi B., Boddeti V.N.",IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,2020.0,"Adversarial representation learning is a promising paradigm for obtaining data representations that are invariant to certain sensitive attributes while retaining the information necessary for predicting target attributes. Existing approaches solve this problem through iterative adversarial minimax optimization and lack theoretical guarantees. In this paper, we first study the ""linear"" form of this problem i.e., the setting where all the players are linear functions. We show that the resulting optimization problem is both non-convex and non-differentiable. We obtain an exact closed-form expression for its global optima through spectral learning. We then extend this solution and analysis to non-linear functions through kernel representation. Numerical experiments on UCI and CIFAR-100 datasets indicate that, (a) practically, our solution is ideal for ""imparting"" provable invariance to any biased pre-trained data representation, and (b) empirically, the trade-off between utility and invariance provided by our solution is comparable to iterative minimax optimization of existing deep neural network based approaches.Code is available at Human Analysis Lab. © 2020 IEEE.",10.1109/CVPRW50498.2020.00016,,3.0,
Multi-objective support vector regression reduces systematic error in moderate resolution maps of tree species abundance,"Legaard K., Simons-Legaard E., Weiskittel A.",Remote Sensing,2020.0,"When forest conditions are mapped from empirical models, uncertainty in remotely sensed predictor variables can cause the systematic overestimation of low values, underestimation of high values, and suppression of variability. This regression dilution or attenuation bias is a well-recognized problem in remote sensing applications, with few practical solutions. Attenuation is of particular concern for applications that are responsive to prediction patterns at the high end of observed data ranges, where systematic error is typically greatest. We addressed attenuation bias in models of tree species relative abundance (percent of total aboveground live biomass) based on multitemporal Landsat and topoclimatic predictor data. We developed a multi-objective support vector regression (MOSVR) algorithm that simultaneously minimizes total prediction error and systematic error caused by attenuation bias. Applied to 13 tree species in the Acadian Forest Region of the northeastern U.S., MOSVR performed well compared to other prediction methods including single-objective SVR (SOSVR) minimizing total error, Random Forest (RF), gradient nearest neighbor (GNN), and Random Forest nearest neighbor (RFNN) algorithms. SOSVR and RF yielded the lowest total prediction error but produced the greatest systematic error, consistent with strong attenuation bias. Underestimation at high relative abundance caused strong deviations between predicted patterns of species dominance/codominance and those observed at field plots. In contrast, GNN and RFNN produced dominance/codominance patterns that deviated little from observed patterns, but predicted species relative abundance with lower accuracy and substantial systematic error. MOSVR produced the least systematic error for all species with total error often comparable to SOSVR or RF. Predicted patterns of dominance/codominance matched observations well, though not quite as well as GNN or RFNN. Overall, MOSVR provides an effective machine learning approach to the reduction of systematic prediction error and should be fully generalizable to other remote sensing applications and prediction problems. © 2020 by the authors.",10.3390/rs12111739,Attenuation bias; Genetic algorithm; Multi-objective optimization; Pareto optimization; Regression; Regression dilution bias; Species abundance; Species distribution modeling; Species dominance; Support vector machines,3.0,
Deep open-set domain adaptation for cross-scene classification based on adversarial learning and pareto ranking,"Adayel R., Bazi Y., Alhichri H., Alajlan N.",Remote Sensing,2020.0,"Most of the existing domain adaptation (DA) methods proposed in the context of remote sensing imagery assume the presence of the same land-cover classes in the source and target domains. Yet, this assumption is not always realistic in practice as the target domain may contain additional classes unknown to the source leading to the so-called open set DA. Under this challenging setting, the problem turns to reducing the distribution discrepancy between the shared classes in both domains besides the detection of the unknown class samples in the target domain. To deal with the openset problem, we propose an approach based on adversarial learning and pareto-based ranking. In particular, the method leverages the distribution discrepancy between the source and target domains using min-max entropy optimization. During the alignment process, it identifies candidate samples of the unknown class from the target domain through a pareto-based ranking scheme that uses ambiguity criteria based on entropy and the distance to source class prototype. Promising results using two cross-domain datasets that consist of very high resolution and extremely high resolution images, show the effectiveness of the proposed method. © 2020 by the authors.",10.3390/rs12111716,Adversarial learning; Min-max entropy; Open-set domain adaptation; Pareto ranking; Scene classification,11.0,
Accurate energy and performance prediction for frequency-scaled GPU kernels,"Fan K., Cosenza B., Juurlink B.",Computation,2020.0,"Energy optimization is an increasingly important aspect of today's high-performance computing applications. In particular, dynamic voltage and frequency scaling (DVFS) has become a widely adopted solution to balance performance and energy consumption, and hardware vendors providemanagement libraries that allowthe programmer to change bothmemory and core frequencies manually to minimize energy consumption while maximizing performance. This article focuses on modeling the energy consumption and speedup of GPU applications while using different frequency configurations. The task is not straightforward, because of the large set of possible and uniformly distributed configurations and because of the multi-objective nature of the problem, which minimizes energy consumption and maximizes performance. This article proposes a machine learning-based method to predict the best core and memory frequency configurations on GPUs for an input OpenCL kernel. The method is based on two models for speedup and normalized energy predictions over the default frequency configuration. Those are later combined into a multi-objective approach that predicts a Pareto-set of frequency configurations. Results show that our approach is very accurate at predicting extema and the Pareto set, and finds frequency configurations that dominate the default configuration in either energy or performance. © 2020 by the authors.",10.3390/COMPUTATION8020037,Energy efficiency; Frequency scaling; GPU; Modeling,1.0,
Genetic programming-assisted multi-scale optimization for multi-objective dynamic performance of laminated composites: the advantage of more elementary-level analyses,"Kalita K., Mukhopadhyay T., Dey P., Haldar S.",Neural Computing and Applications,2020.0,"High-fidelity multi-scale design optimization of many real-life applications in structural engineering still remains largely intractable due to the computationally intensive nature of numerical solvers like finite element method. Thus, in this paper, an alternate route of metamodel-based design optimization methodology is proposed in multi-scale framework based on a symbolic regression implemented using genetic programming (GP) coupled with d-optimal design. This approach drastically cuts the computational costs by replacing the finite element module with appropriately constructed robust and efficient metamodels. Resulting models are compact, have good interpretability and assume a free-form expression capable of capturing the non-linearly, complexity and vastness of the design space. Two robust nature-inspired optimization algorithms, viz. multi-objective genetic algorithm and multi-objective particle swarm optimization, are used to generate Pareto optimal solutions for several test problems with varying complexity. TOPSIS, a multi-criteria decision-making approach, is then applied to choose the best alternative among the Pareto optimal sets. Finally, the applicability of GP in efficiently tackling multi-scale optimization problems of composites is investigated, where a real-life scenario is explored by varying fractions of pertinent engineering materials to bring about property changes in the final composite structure across two different scales. The study reveals that a microscale optimization leads to better optimized solutions, demonstrating the advantage of carrying out a multi-scale optimization without any additional computational burden. © 2019, Springer-Verlag London Ltd., part of Springer Nature.",10.1007/s00521-019-04280-z,d-Optimal design; Genetic programming; Machine learning-based optimization; Multi-scale optimization; Robust composite structures; Symbolic regression,14.0,
Non-Asymptotic Analysis of Monte Carlo Tree Search,"Shah D., Xie Q., Xu Z.",SIGMETRICS Performance 2020 - Abstracts of the 2020 SIGMETRICS/Performance Joint International Conference on Measurement and Modeling of Computer Systems,2020.0,"In this work, we consider the popular tree-based search strategy within the framework of reinforcement learning, the Monte Carlo Tree Search (MCTS), in the context of infinite-horizon discounted cost Markov Decision Process (MDP) with deterministic transitions. While MCTS is believed to provide an approximate value function for a given state with enough simulations, cf. [Kocsis and Szepesvari 2006; Kocsis et al. 2006], the claimed proof of this property is incomplete. This is due to the fact that the variant of MCTS, the Upper Confidence Bound for Trees (UCT), analyzed in prior works utilizes ""logarithmic"" bonus term for balancing exploration and exploitation within the tree-based search, following the insights from stochastic multi-arm bandit (MAB) literature, cf. [Agrawal 1995; Auer et al. 2002]. In effect, such an approach assumes that the regret of the underlying recursively dependent non-stationary MABs concentrates around their mean exponentially in the number of steps, which is unlikely to hold as pointed out in [Audibert et al. 2009], even for stationary MABs. As the key contribution of this work, we establish polynomial concentration property of regret for a class of non-stationary multi-arm bandits. This in turn establishes that the MCTS with appropriate polynomial rather than logarithmic bonus term in UCB has the claimed property of [Kocsis and Szepesvari 2006; Kocsis et al. 2006]. Interestingly enough, empirically successful approaches (cf. [Silver et al. 2017]) utilize a similar polynomial form of MCTS as suggested by our result. Using this as a building block, we argue that MCTS, combined with nearest neighbor supervised learning, acts as a ""policy improvement"" operator, i.e., it iteratively improves value function approximation for all states, due to combining with supervised learning, despite evaluating at only finitely many states. In effect, we establish that to learn an ϵ-approximation of the value function for deterministic MDPs with respect to ĝ.,""∞ norm, MCTS combined with nearest neighbor requires a sample size scaling as Õ (ϵ-(d+4), where d is the dimension of the state space. This is nearly optimal due to a minimax lower bound of ĝ1/4ω (ϵ-(d+2) [Shah and Xie 2018], suggesting the strength of the variant of MCTS we propose here and our resulting analysis. © 2019 Owner/Author.",10.1145/3393691.3394202,monte carlo tree search; non stationary multi-arm bandit; reinforcement learning,4.0,
Multiobjective tree-structured parzen estimator for computationally expensive optimization problems,"Ozaki Y., Tanigaki Y., Watanabe S., Onishi M.",GECCO 2020 - Proceedings of the 2020 Genetic and Evolutionary Computation Conference,2020.0,"Practitioners often encounter computationally expensive multiobjective optimization problems to be solved in a variety of real-world applications. On the purpose of challenging these problems, we propose a new surrogate-based multiobjective optimization algorithm that does not require a large evaluation budget. It is called Multiobjective Tree-structured Parzen Estimator (MOTPE) and is an extension of the tree-structured Parzen estimator widely used to solve expensive single-objective optimization problems. Our empirical evidences reveal that MOTPE can approximate Pareto fronts of many benchmark problems better than existing methods with a limited budget. In this paper, we discuss furthermore the influence of MOTPE configurations to understand its behavior. © 2020 Owner/Author.",10.1145/3377930.3389817,Bayesian optimization; Computationally expensive optimization; Infill criteria; Machine learning; Multiobjective optimization; Surrogate modeling; Tree-structured parzen estimator,8.0,
GeneCAI: <u>gene</u>tic evolution for acquiring <u>c</u>ompact <u>AI</u>,"Javaheripi M., Samragh M., Javidi T., Koushanfar F.",GECCO 2020 - Proceedings of the 2020 Genetic and Evolutionary Computation Conference,2020.0,"In the contemporary big data realm, Deep Neural Networks (DNNs) are evolving towards more complex architectures to achieve higher inference accuracy. Model compression techniques can be leveraged to efficiently deploy these compute-intensive architectures on resource-limited mobile devices. Such methods comprise various hyperparameters that require per-layer customization to ensure high accuracy. Choosing the hyperparameters is cumbersome as the pertinent search space grows exponentially with model layers. This paper introduces GeneCAI, a novel optimization method that automatically learns how to tune per-layer compression hyperparameters. We devise a bijective translation scheme that encodes compressed DNNs to the genotype space. Each genotype's optimality is measured using a multi-objective score based on the accuracy and number of floating-point operations. We develop customized genetic operations to iteratively evolve the non-dominated solutions towards the optimal Pareto front, thus, capturing the optimal trade-off between model accuracy and complexity. GeneCAI optimization method is highly scalable and can achieve a near-linear performance boost on distributed multi-GPU platforms. Our extensive evaluations demonstrate that GeneCAI outperforms existing rule-based and reinforcement learning methods in DNN compression by finding models that lie on a better accuracy/complexity Pareto curve. © 2020 ACM.",10.1145/3377930.3390226,Computer aided/automated design; Deep learning; Genetic algorithms; Multi-objective optimization; Parallel optimization,3.0,
Finding EFL and EQL Allocations of Indivisible Goods,"Huang W., Huang W., Cai D.","Proceedings - 2020 International Conference on Computer Vision, Image and Deep Learning, CVIDL 2020",2020.0,"Fair resource allocation has become an emerging research topic in Computer Science and Artificial Intelligence. We can judge whether the allocation is 'fair' from two aspects. First, if each agent prefers his own set of bundle, that is, envy-free, then we say that the allocation is fair; If each agent's valuation of his own item set is equal to other agents' valuation of its own item-equitability (EQ), then we also say that this allocation is fair. Solving the problem of envy-free (EF) or equitability (EQ) fair allocation is proved to be NP-hard, so this paper mainly studies the problem of approximate fair allocation i.e., approximate envy-free and approximate equitability. Our contribution are as follows. 1. We proved that equitable up to one less-preferred good (EQL) allocation always exists and can be found in polynomial time; 2. We proved that the allocation that satisfies both equitable up to one less-preferred good (EQL) and Pareto optimality (PO) exists and provides a pseudo-polynomial time algorithm that can find the allocation when the valuation function is additive with strictly positive; 3. We proved that when the allocation with specific valuation that satisfies equitable up to one less-preferred good (EQL), envy-free up to one less-preferred good (EFL) and Pareto optimality (PO) exists then it can be found in polynomial time. © 2020 IEEE.",10.1109/CVIDL51233.2020.00-53,Computational Economics; Fair allocation; Optimal allocation,,
Reliability Evaluation of Grid Connected Roof Top Solar Photovoltaic Power Plant Using Markov Model Approach,"Raju K.K., Eswaramoorthy M.",Applied Solar Energy (English translation of Geliotekhnika),2020.0,"Abstract—: Reliability of the solar power plant depends on its performance and economics factor compared to the conventional fueled power plants. In this paper, reliability performance assessment of grid connected roof top solar photovoltaic power plant (GCRTSPP) are presented at site location 12.0950° N, 75.5451° E) by considering various operating factors of subcomponents of solar photovoltaic panels, diode, capacitor and controller using Markov model approach. Critical stress factors are identified and are improved upon to enhance the system reliability. The performance of the solar photovoltaic array and the subcomponent of GCRTSPP have been examined with the sensitivity results. Also, sensitivity analysis of failure rate of these components with respect to stress factors is performed and critical stress factors are identified. Pareto analysis as a tool, reliability studies of grid connected solar photovoltaic system have been carried out to compute the highest failure rate of component. It is found that electronic controller and diode is more sensitive item compared to solar photovoltaic panels and capacitor. These components failure rate sensitivity analysis with respect to stress factors is performed. The reliability on standalone and grid connected photovoltaic system also compared. The critical stress factors of the components are identified. Artificial neural network (ANN) and machine learning programme (MLP) proposed for further study. © 2020, Allerton Press, Inc.",10.3103/S0003701X2004009X,Markov model; reliability analysis; solar PV power plant,,
Handling Constrained Multi-Objective optimization with Objective Space Mapping to Decision Space Based on Extreme Learning Machine,"Zhang H., Tao K., Ma L., Yong Y.","2020 IEEE Congress on Evolutionary Computation, CEC 2020 - Conference Proceedings",2020.0,"Constrained multi-objective optimization is frequently encountered from the point of view of practical problem solving. The difficulty of constrained multi-objective optimization is how to offer guarantee of finding feasible optimal solutions within a specified number of iterations. To address the issue, this paper proposes an innovative optimization framework with objective space mapping to decision space for constrained multiobjective optimization and a novel multi-objective optimization algorithms are proposed based on this framework. Extreme learning machine implements prediction of decision variables from modified objective values with distance measure and adaptive penalty. This algorithm employs the framework of artificial bee colony to divide this optimization process into two phases: the employed bees and the onlooker bees. In the phase of employed bees, multi-objective strategy employs fast non-dominant sort and crowded distance to push the population toward Pareto front. In the phase of onlooker bees, multi-objective strategy employs Tchebycheff approach to enhance the population diversity. The experimental results on a series of benchmark problems suggest that our proposed algorithm is quite effective, in comparison to other state-of-the-art constrained multi-objective optimizers. © 2020 IEEE.",10.1109/CEC48606.2020.9185580,artificial bee colony; constrained multi-objective optimization; decomposition; extreme learning machine; nondomination,,
Generative Adversarial Networks are special cases of Artificial Curiosity (1990) and also closely related to Predictability Minimization (1991),Schmidhuber J.,Neural Networks,2020.0,"I review unsupervised or self-supervised neural networks playing minimax games in game-theoretic settings: (i) Artificial Curiosity (AC, 1990) is based on two such networks. One network learns to generate a probability distribution over outputs, the other learns to predict effects of the outputs. Each network minimizes the objective function maximized by the other. (ii) Generative Adversarial Networks (GANs, 2010-2014) are an application of AC where the effect of an output is 1 if the output is in a given set, and 0 otherwise. (iii) Predictability Minimization (PM, 1990s) models data distributions through a neural encoder that maximizes the objective function minimized by a neural predictor of the code components. I correct a previously published claim that PM is not based on a minimax game. © 2020 Elsevier Ltd",10.1016/j.neunet.2020.04.008,Artificial Curiosity; Generative Adversarial Networks; Predictability Minimization,24.0,
An evolutionary approach for constructing multi-stage classifiers,"Hamilton N.H., Fulp E.W.",GECCO 2020 Companion - Proceedings of the 2020 Genetic and Evolutionary Computation Conference Companion,2020.0,"Multi-stage classification is a supervised learning approach that distributes a set of features, each with an associated importance and cost of generation, across a series of classifiers (stages). Inputs are processed in a pipeline fashion through the stages, each of which utilizes only a subset of the complete feature set, until a confident classification decision can be made or until all features and stages have been exhausted. This design benefits from processing inputs in parallel and ensures that labels are assigned using only the necessary features, but the number and composition of stages used by the model can have significant impact on overall performance. Unfortunately, identifying these critical design aspects becomes more difficult as the number of features and possible stages increases, often making brute-force search or human intuition impractical. This paper introduces a novel evolutionary approach for discovering multi-stage configurations that provide high classification performance and fast processing times. Using this approach, multistage classifier configurations are modeled as chromosomes, and a series of selection, recombination, and mutation operations are iteratively performed to find better configurations. Since the problem has multiple objectives, a Pareto-based fitness measure is developed to rank chromosomes, where better chromosomes have high accuracy, high conclusiveness, and fast processing time. Experimental results indicate this approach is able to consistently find accurate and fast multi-stage classifier configurations under various conditions, including an increasing number of features and different feature synthesis time distributions. © 2020 ACM.",10.1145/3377929.3398088,,,
Software defect prediction based on stacked contractive autoencoder and multi-objective optimization,"Zhang N., Zhu K., Ying S., Wang X.","Computers, Materials and Continua",2020.0,"Software defect prediction plays an important role in software quality assurance. However, the performance of the prediction model is susceptible to the irrelevant and redundant features. In addition, previous studies mostly regard software defect prediction as a single objective optimization problem, and multi-objective software defect prediction has not been thoroughly investigated. For the above two reasons, we propose the following solutions in this paper: (1) we leverage an advanced deep neural network-Stacked Contractive AutoEncoder (SCAE) to extract the robust deep semantic features from the original defect features, which has stronger discrimination capacity for different classes (defective or non-defective). (2) we propose a novel multi-objective defect prediction model named SMONGE that utilizes the Multi-Objective NSGAII algorithm to optimize the advanced neural network-Extreme learning machine (ELM) based on state-of-the-art Pareto optimal solutions according to the features extracted by SCAE. We mainly consider two objectives. One objective is to maximize the performance of ELM, which refers to the benefit of the SMONGE model. Another objective is to minimize the output weight norm of ELM, which is related to the cost of the SMONGE model. We compare the SCAE with six state-of-the-art feature extraction methods and compare the SMONGE model with multiple baseline models that contain four classic defect predictors and the MONGE model without SCAE across 20 open source software projects. The experimental results verify that the superiority of SCAE and SMONGE on seven evaluation metrics. © 2020 Tech Science Press. All rights reserved.",10.32604/cmc.2020.011001,Deep neural network; Extreme learning machine; Multi-objective optimization; Software defect prediction; Stacked contractive autoencoder,6.0,
Minimax optimal rates for mondrian trees and forests,"Mourtada J., Gaïffas S., Scornet E.",Annals of Statistics,2020.0,"Introduced by Breiman (Mach. Learn. 45 (2001) 5–32), Random Forests are widely used classification and regression algorithms. While being initially designed as batch algorithms, several variants have been proposed to handle online learning. One particular instance of such forests is the Mondrian forest (In Adv. Neural Inf. Process. Syst. (2014) 3140–3148; In Proceedings of the 19th International Conference on Artificial Intelligence and Statistics (AISTATS) (2016)), whose trees are built using the so-called Mondrian process, therefore allowing to easily update their construction in a streaming fashion. In this paper we provide a thorough theoretical study of Mondrian forests in a batch learning setting, based on new results about Mondrian partitions. Our results include consistency and convergence rates for Mondrian trees and forests, that turn out to be minimax optimal on the set of s-Hölder function with s ∈ (0, 1] (for trees and forests) and s ∈ (1, 2] (for forests only), assuming a proper tuning of their complexity parameter in both cases. Furthermore, we prove that an adaptive procedure (to the unknown s ∈ (0, 2]) can be constructed by combining Mondrian forests with a standard model aggregation algorithm. These results are the first demonstrating that some particular random forests achieve minimax rates in arbitrary dimension. Owing to their remarkably simple distributional properties, which lead to minimax rates, Mondrian trees are a promising basis for more sophisticated yet theoretically sound random forests variants. © Institute of Mathematical Statistics, 2020.",10.1214/19-AOS1886,Minimax rates; Nonparametric estimation; Random forests; Supervised learning,4.0,
A two-stage multi-objective deep reinforcement learning framework,"Chen D., Wang Y., Gao W.",Frontiers in Artificial Intelligence and Applications,2020.0,"In multi-objective decision making problems, multi-objective reinforcement learning (MORL) algorithms aim to approximate the Pareto frontier uniformly. A naive approach is to learn multiple policies by repeatedly running a single-objective reinforcement learning (RL) algorithm on scalarized rewards. The scalarization methods denote the preferences of objectives, which are different in each run. However, in this way, the model representation and computation are redundant. Furthermore, uniform preferences can not guarantee a uniformly approximated Pareto frontier. To address these problems and leverage the expressive power of deep neural networks, we propose a two-stage MORL framework integrating a multi-policy deep RL algorithm and an evolution strategy algorithm. Firstly, a multi-policy soft actor-critic algorithm is proposed to collaboratively learn multiple policies which are assigned with different scalarization weights. The lower layers of all policy networks are shared. The first-stage learning can be regarded as representation learning. Secondly, the multi-objective covariance matrix adaptation evolution strategy (MO-CMA-ES) is applied to fine-tune policy-independent parameters to approach a dense and uniform estimation of the Pareto frontier. Experimental results on two benchmarks (Deep Sea Treasure and Adaptive Streaming) show the superiority of the proposed method. © 2020 The authors and IOS Press.",10.3233/FAIA200202,,1.0,
Regularization methods based on the Lq-likelihood for linear models with heavy-tailed errors,Hirose Y.,Entropy,2020.0,"We propose regularization methods for linear models based on the Lq-likelihood, which is a generalization of the log-likelihood using a power function. Regularization methods are popular for the estimation in the normal linear model. However, heavy-tailed errors are also important in statistics and machine learning. We assume q-normal distributions as the errors in linear models. A q-normal distribution is heavy-tailed, which is defined using a power function, not the exponential function. We find that the proposed methods for linear models with q-normal errors coincide with the ordinary regularization methods that are applied to the normal linear model. The proposed methods can be computed using existing packages because they are penalized least squares methods. We examine the proposed methods using numerical experiments, showing that the methods perform well, even when the error is heavy-tailed. The numerical experiments also illustrate that our methods work well in model selection and generalization, especially when the error is slightly heavy-tailed. © 2020 by the author.",10.3390/E22091036,Least absolute shrinkage and selection operator (LASSO); Minimax concave penalty (MCP); Power function; Q-normal distribution; Smoothly clipped absolute deviation (SCAD); Sparse estimation,,
Learning pareto optimal solution of a multi-attribute bilateral negotiation using deep reinforcement,"Montazeri M., Kebriaei H., Araabi B.N.",Electronic Commerce Research and Applications,2020.0,"This paper aims to design an intelligent buyer to learn how to decide in an incomplete information multi-attribute bilateral simultaneous negotiation. The buyer does not know the negotiation strategy of the seller and only have access to the historical data of the previous negotiations. Using the historical data and clustering method, the type of seller is identified online during the negotiation. Then, the deep reinforcement learning method is utilized to support the buyer to learn its optimal decision. In the complete information case, we prove that the negotiation admits a unique Nash bargaining solution with possibly asymmetric negotiation powers. In comprehensive simulation studies, the efficiency of the proposed learning agent is evaluated in different scenarios and we show that the learning negotiation with incomplete information is converged to a Pareto optimal solution. Then, using the concept of the Nash bargaining solution, the negotiation power of the buyer is assessed in negotiation. © 2020 Elsevier B.V.",10.1016/j.elerap.2020.100987,Actor-critic; Bargaining power; Deep auto encoder; Multi-attribute negotiation; Nash bargaining solution,1.0,
Predicting patient specific Pareto fronts from patient anatomy only,"van der Bijl E., Wang Y., Janssen T., Petit S.",Radiotherapy and Oncology,2020.0,"Purpose: To demonstrate the feasibility of predicting the patient-specific treatment planning Pareto front (PF) for prostate cancer patients based only on delineations of PTV, rectum and body. Material/methods: Our methodology consists of four steps. First, using Erasmus-iCycle, the Pareto fronts of 112 prostate cancer patients were constructed by generating per patient 42 Pareto optimal treatment plans with different priorities. Dose parameters associated to homogeneity, conformity and dose to rectum were extracted. Second, a 3D convex function representing the PF spanned by the 42 plans was fitted for each patient using three patient-specific parameters. Third, ten features were extracted from the, aforementioned, structures to train a linear-regressor prediction algorithm to predict these three patient-specific parameters. Fourth, the quality of the predictions was assessed by calculating the average and maximum distances of the predicted PF to the 42 plans for patients in the validation cohort. Results: The prediction model was able to predict the clinically relevant PF within 2 Gy for 90% of the patients with a median average distance of 0.6 Gy. Conclusions: We demonstrate the feasibility of fast, accurate predictions of the patient-specific PF for prostate cancer patients based only on delineations of PTV, rectum and body. © 2020 Elsevier B.V.",10.1016/j.radonc.2020.05.050,Knowledge based planning (KBP); Pareto front; Prostate cancer; Treatment planning,2.0,
