Title,Authors,Publisher,Year,DOI,Keywords,Citations,Optimization,ML task,Objective functions,Single/Multi Solutions,Abstract
learning adversarial attack policies through multi-objective reinforcement learning,"García J., Majadas R., Fernández F.",Engineering Applications of Artificial Intelligence,2020.0,10.1016/j.engappai.2020.104021,Adversarial reinforcement learning; Multi-objective reinforcement learning,6.0,"['Evolutionary','Reinforcement Learning']","['Reinforcement Learning','Adversarial attacks']","['Performance loss of the attacked policy','Cost of the attacks']",Single - Weighted optimization,"Deep Reinforcement Learning has shown promising results in learning policies for complex sequential decision-making tasks. However, different adversarial attack strategies have revealed the weakness of these policies to perturbations to their observations. Most of these attacks have been built on existing adversarial example crafting techniques used to fool classifiers, where an adversarial attack is considered a success if it makes the classifier outputs any wrong class. The major drawback of these approaches when applied to decision-making tasks is that they are blind for long-term goals. In contrast, this paper suggests that it is more appropriate to view the attack process as a sequential optimization problem, with the aim of learning a sequence of attacks, where the attacker must consider the long-term effects of each attack. In this paper, we propose that such an attack policy must be learned with two objectives in view. On the one hand, the attack must pursue the maximum performance loss of the attacked policy. On the other hand, it also should minimize the cost of the attacks. Therefore, in this paper we propose a novel modelization of the process of learning an attack policy as a Multi-objective Markov Decision Process with two objectives: maximizing the performance loss of the attacked policy and minimizing the cost of the attacks. We also reveal the conflicting nature of these two objectives and use a Multi-objective Reinforcement Learning algorithm to draw the Pareto fronts for four well-known tasks: the GridWorld, the Cartpole, the Mountain car and the Breakout. © 2020 Elsevier Ltd"
ensemble learning via multimodal multiobjective differential evolution and feature selection,"Wang J., Wang B., Liang J., Yu K., Yue C., Ren X.",Communications in Computer and Information Science,2020.0,10.1007/978-981-15-3425-6_34,Classifier parameter; Ensemble learning; Feature selection; Multimodal multiobjective optimization,,"['Evolutionary', 'MMODE']","['Ensemble Learning', 'Feature Selection']","['Feature selection rate', 'Error rate']",Single - Ensemble,"Ensemble learning is an important element in machine learning. However, two essential tasks, including training base classifiers and finding a suitable ensemble balance for the diversity and accuracy of these base classifiers, are need to be achieved. In this paper, a novel ensemble method, which utilizes a multimodal multiobjective differential evolution (MMODE) algorithm to select feature subsets and optimize base classifiers parameters, is proposed. Moreover, three methods including minimum error ensemble, all Pareto sets ensemble, and error reduction ensemble are employed to construct ensemble classifiers for executing classification tasks. Experimental results on several benchmark classification databases evidence that the proposed algorithm is valid. © 2020, Springer Nature Singapore Pte Ltd."
feature selection using pso: a multi objective approach,"Vashishtha J., Puri V.H., Mukesh",Communications in Computer and Information Science,2020.0,10.1007/978-981-15-6318-8_10,Feature selection; Multi-objective optimization; PSO,,"['Evolutionary', 'Particle Swarm Optimization']","['Feature Selection', 'Classification']","['Number of features', 'Classification error']",Multi,"Feature selection is a pre-processing technique in which a subset or a small number of features, which are relevant and non-redundant, are selected for better classification performance. Multi-objective optimization is applied in the fields where finest decisions need to be taken in presence of trade-offs between two or more differing objectives. Therefore, feature selection is considered as a multi-objective problem with conflicting measures like classification error rate and feature reduction rate. The existing algorithms, Non-dominated Sorting based particle swarm optimization for Feature Selection (NSPSOFS) and Crowding Mutation Dominance based particle swarm optimization for Feature Selection (CMDPSOFS) are the two multi-objective PSO algorithms for feature selection. This work presents the enhanced form of NSPSOFS and CMDPSOFS. A novel selection mechanism for gbest is incorporated and hybrid mutation is also added to the algorithms in order to generate a better pareto optimal front of non-dominated solutions. The experimental results show that the proposed algorithm generates non-dominated solutions and produce better result than existing algorithms. © 2020, Springer Nature Singapore Pte Ltd."
automated feature engineering for algorithmic fairness,"Salazar, Ricardo and Neutatz, Felix and Abedjan, Ziawasch",VLDB Endowment,2021.0,10.14778/3461535.3463474,,,"['Evolutionary', 'NSGA-II']","['Feature Selection', 'Feature Construction', 'Fairness']","['Ratio of Observational Discrimination', 'F1 score']",Multi,"One of the fundamental problems of machine ethics is to avoid the perpetuation and amplification of discrimination through machine learning applications. In particular, it is desired to exclude the influence of attributes with sensitive information, such as gender or race, and other causally related attributes on the machine learning task. The state-of-the-art bias reduction algorithm Capuchin breaks the causality chain of such attributes by adding and removing tuples. However, this horizontal approach can be considered invasive because it changes the data distribution. A vertical approach would be to prune sensitive features entirely. While this would ensure fairness without tampering with the data, it could also hurt the machine learning accuracy. Therefore, we propose a novel multi-objective feature selection strategy that leverages feature construction to generate more features that lead to both high accuracy and fairness. On three well-known datasets, our system achieves higher accuracy than other fairness-aware approaches while maintaining similar or higher fairness."
automl technologies for the identification of sparse models,"Liuliakov A., Hammer B.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2021.0,10.1007/978-3-030-91608-4_7,AutoML; Feature selection; TPOT,,['Greedy search'],"['AutoML', 'Feature Selection']","['Accuracy', 'Number of selected features']",Multi,"Automated machine learning (AutoML) technologies constitute promising tools to automatically infer model architecture, meta-parameters or processing pipelines for specific machine learning tasks given suitable training data. At present, the main objective of such technologies typically relies on the accuracy of the resulting model. Additional objectives such as sparsity can be integrated by pre-processing steps or according penalty terms in the objective function. Yet, sparsity and model accuracy are often contradictory goals, and optimum solutions form a Pareto front. Thereby, it is not guaranteed that solutions at different positions of the Pareto front share the same architectural choices, hence current AutoML technologies might yield sub-optimal results. In this contribution, we propose a novel method, based on the AutoML method TPOT, which enables an automated optimization of ML pipelines with sparse input features along the whole Pareto front. We demonstrate that, indeed, different architectures are found at different points of the Pareto front for benchmark examples from the domain of systems security. © 2021, Springer Nature Switzerland AG."
"feature weighting for na\""{\i}ve bayes using multi objective artificial bee colony algorithm","Chaudhuri, Abhilasha and Sahu, Tirath Prasad",Inderscience Publishers,2021.0,10.1504/ijcse.2021.113655,"na\""{\i}ve Bayes, multi objective optimisation, artificial bee colony, feature weighting",,"['Evolutive','Artificial bee colony']","['Classification','Naïve Bayes','Feature Weighting']","['Relevancy','Redundancy']",Single - Maximum fitness value,"Na\""{\i}ve Bayes (NB) is a widely used classifier in the field of machine learning. However, its conditional independence assumption does not hold true in real-world applications. In literature, various feature weighting approaches have attempted to alleviate this assumption. Almost all of these approaches consider the relationship between feature-class (relevancy) and feature-feature (redundancy) independently, to determine the weights of features. We argue that these two relationships are mutually dependent and both cannot be improved simultaneously, i.e., form a trade-off. This paper proposes a new paradigm to determine the feature weight by formulating it as a multi-objective optimisation problem to balance the trade-off between relevancy and redundancy. Multi-objective artificial bee colony-based feature weighting technique for na\""{\i}ve Bayes (MOABC-FWNB) is proposed. An extensive experimental study was conducted on 20 benchmark UCI datasets. Experimental results show that MOABC-FWNB outperforms NB and other existing state-of-the-art feature weighting techniques."
minimax group fairness: algorithms and experiments,"Diana E., Gill W., Kearns M., Kenthapadi K., Roth A.","AIES 2021 - Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",2021.0,10.1145/3461702.3462523,fair machine learning; game theory; minimax fairness,3.0,"['Evolutive', 'Zero-sum game']","['Fairness', 'Classification', 'Regression']",['Group error'],Single - Minimax,"We consider a recently introduced framework in which fairness is measured by worst-case outcomes across groups, rather than by the more standard differences between group outcomes. In this framework we provide provably convergent oracle-efficient learning algorithms (or equivalently, reductions to non-fair learning) for minimax group fairness. Here the goal is that of minimizing the maximum loss across all groups, rather than equalizing group losses. Our algorithms apply to both regression and classification settings and support both overall error and false positive or false negative rates as the fairness measure of interest. They also support relaxations of the fairness constraints, thus permitting study of the tradeoff between overall accuracy and minimax fairness. We compare the experimental behavior and performance of our algorithms across a variety of fairness-sensitive data sets and show empirical cases in which minimax fairness is strictly and strongly preferable to equal outcome notions. © 2021 ACM."
exploring multiobjective training in multiclass classification,"Raimundo M.M., Drumond T.F., Marques A.C.R., Lyra C., Rocha A., Von Zuben F.J.",Neurocomputing,2021.0,10.1016/j.neucom.2020.12.087,Diversity of Pareto-optimal models; Ensemble learning; Multiclass classification; Multiobjective optimization,1.0,"['Deterministic', 'NISE']","['Classification', 'Multiclass']","['Classification loss', 'L2']",Single - Ensemble,"Multinomial logistic loss and L2 regularization are often conflicting objectives as more robust regularization leads to restrained multinomial parameters. For many practical problems, leveraging the best of both worlds would be invaluable for better decision-making processes. This research proposes a novel framework to obtain representative and diverse L2-regularized multinomial models, based on valuable trade-offs between prediction error and model complexity. The framework relies upon the Non-Inferior Set Estimation (NISE) method – a deterministic multiobjective solver. NISE automatically implements hyperparameter tuning in a multiobjective context. Given the diverse set of efficient learning models, model selection and aggregation of the multiple models in an ensemble framework promote high performance in multiclass classification. Additionally, NISE uses the weighted sum method as scalarization, thus being able to deal with the learning formulation directly. Its deterministic nature and the convexity of the learning problem confer scalability to the proposal. The experiments show competitive performance in various setups, taking a broad set of multiclass classification methods as contenders. © 2021 Elsevier B.V."
the multi-task learning with an application of pareto improvement,"Cai T., Gao X., Song L., Liao M.",ACM International Conference Proceeding Series,2021.0,10.1145/3448734.3450463,multi-objective optimization; Multi-task learning; Pareto improvement,,"['Deterministic', 'MGDA']",['Multi-task Learning'],['Loss of each class'],Multi,"Multi-task learning is a promising field in machine learning, which aims to improve the performance of multiple related learning tasks by taking advantage of useful information between them. Multi-task learning is essentially equivalent to multi-objective optimization problem, the purpose is to find the most appropriate weight, and because the performance of many deep learning systems based on multi-task learning largely depends on the relative weight of each task loss. It's a problem that we need to study how to calculate the weight value under some constraint conditions by reasonable method. Therefore, this paper employs a powerful method based on convex optimization theory, whose purpose is to find the Pareto optimal solution and get the specific task loss weight. The optimization process is closely related to the gradient in deep learning. In addition, to improve the accuracy, we add the modules of gradient normalization and weight standardization. The experimental results show that the performance of our method is better than that of single task experiment or multi-task experiment under fixed weight, and multi-task experiment based on uncertainty based adaptive learning, and the accuracy is further improved after adding the above modules. © 2021 ACM."
multi-task learning with riemannian optimization,"Cai T., Song L., Li G., Liao M.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2021.0,10.1007/978-3-030-84529-2_42,Multi-objective optimization; Multi-task learning; Riemannian optimization,,"['Deterministic', 'MGDA']",['Multi-task Learning'],['Loss of each class'],Multi,"Multi-task learning (MTL) is a promising research field of machine learning, in which the training process of the neural network is equivalent to multi-objective optimization. On one hand, MTL trains all the network weights simultaneously to converge the multi-task loss. On the other hand, multi-objective optimization aims to find the optimum solution, which satisfies the constraints and optimizes the vector of objective functions. Therefore, the performance of MTL is dominated by the computation of the multi-objective solution. This paper proposes a method based on Riemannian optimization to solve the multi-objective optimization in MTL. Firstly, multi-objective optimization is reduced to its Karush-Kuhn-Tucker (KKT) condition as the optimum solution of constrained quadratic optimization. Secondly, by mapping the Euclidean space of the constraint into manifold, the quadratic optimization is transformed to an unconstrained problem. Finally, Riemannian optimization algorithm is used to compute the solution of this problem, which gives a Pareto direction towards the KKT condition. We perform experiments on the MultiMNIST and Fashion MNIST datasets, and the experimental results demonstrate the efficiency of our method. © 2021, Springer Nature Switzerland AG."
training-free multi-objective evolutionary neural architecture search via neural tangent kernel and number of linear regions,"Do T., Luong N.H.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2021.0,10.1007/978-3-030-92270-2_29,Deep learning; Evolutionary computation; Multi-objective optimization; Neural architecture search; Neural tangent kernels,,"['Evolutionary', 'NSGA-II']","['Neural Architecture Search', 'Neural Network']","['Few floating-point operations (FLOPs)', 'Number of linear regions', 'Condition number of neural tangent kernel']",Multi,"A newly introduced training-free neural architecture search (TE-NAS) framework suggests that candidate network architectures can be ranked via a combined metric of expressivity and trainability. Expressivity is measured by the number of linear regions in the input space that can be divided by a network. Trainability is assessed based on the condition number of the neural tangent kernel (NTK), which affects the convergence rate of training a network with gradient descent. These two measurements have been found to be correlated with network test accuracy. High-performance architectures can thus be searched for without incurring the intensive cost of network training as in a typical NAS run. In this paper, we suggest that TE-NAS can be incorporated with a multi-objective evolutionary algorithm (MOEA), in which expressivity and trainability are kept separate as two different objectives rather than being combined. We also add the minimization of floating-point operations (FLOPs) as the third objective to be optimized simultaneously. On NAS-Bench-101 and NAS-Bench-201 benchmarks, our approach achieves excellent efficiency in finding Pareto fronts of a wide range of architectures exhibiting optimal trade-offs among network expressivity, trainability, and complexity. Network architectures obtained by our approach on CIFAR-10 also show high transferability on CIFAR-100 and ImageNet. © 2021, Springer Nature Switzerland AG."
multi-objective search of robust neural architectures against multiple types of adversarial attacks,"Liu, Jia and Jin, Yaochu",Elsevier Science Publishers B. V.,2021.0,10.1016/j.neucom.2021.04.111,"Adversarial attacks, Robustness, Multi-objective evolutionary algorithm, Neural architecture search",,"['Evolutionary', 'NSGA-II']","['Neural Architecture Search', 'Adversarial attacks', 'Robustness', 'Neural Network']","['Error on clean data', 'Error on adversarial data']",Multi,
facing many objectives for fairness in machine learning,"Villar D., Casillas J.",Communications in Computer and Information Science,2021.0,10.1007/978-3-030-85347-1_27,Decision trees; Fairness in machine learning; Many objective evolutionary algorithm,,"['Evolutionary', 'NSGA-II', 'SMS-EMOA', 'GrEA']","['Fairness', 'Decision tree', 'Classification']","['Accuracy', 'Difference between False Positive Rate', 'Difference between Positive Predictive Val-ues']",Multi,"Fairness is an increasingly important topic in the world of Artificial Intelligence. Machine learning techniques are widely used nowadays to solve huge amounts of problems, but those techniques may be biased against certain social groups due to different reasons. Using fair classification methods we can attenuate this discrimination source. Nevertheless, there are lots of valid fairness definitions which may be mutually incompatible. The aim of this paper is to propose a method which generates fair solutions for machine learning binary classification problems with one sensitive attribute. As we want accurate, fair and interpretable solutions, our method is based on Many Objective Evolutionary Algorithms (MaOEAs). The decision space will represent hyperparameters for training our classifiers, which will be decision trees, while the objective space will be a four-dimensional space representing the quality of the classifier in terms of an accuracy measure, two contradictory fairness criteria and an interpretability indicator. Experimentation have been done using four well known fairness datasets. As we will see, our algorithm generates good solutions compared to previous work, and a presumably well populated pareto-optimal population is found so that different classifiers could be used depending on our needs. © 2021, Springer Nature Switzerland AG."
a robust multiobjective harris' hawks optimization algorithm for the binary classification problem,"Dokeroglu, T; Deniz, A; Kiziloz, HE",KNOWLEDGE-BASED SYSTEMS,2021.0,10.1016/j.knosys.2021.107219,Binary classification; Multiobjective optimization; Feature selection; Harris' Hawks optimization,,"['Evolutionary','Harris’ Hawks optimization']","['Feature Selection','Classification','Logistic Regression','Support Vector Machine','Extreme Learning Machines','Decision Trees']","['Number of features','Performance']",Multi,"The Harris' Hawks Optimization (HHO) is a recent metaheuristic inspired by the cooperative behavior of the hawks. These avians apply many intelligent techniques like surprise pounce (seven kills) while they are catching their prey according to the escaping patterns of the target. The HHO simulates these hunting patterns of the hawks to obtain the best/optimal solutions to the problems. In this study, we propose a new multiobjective HHO algorithm for the solution of the well-known binary classification problem. In this multiobjective problem, we reduce the number of selected features and try to keep the accuracy prediction as maximum as possible at the same time. We propose new discrete exploration (perching) and exploitation (besiege) operators for the hunting patterns of the hawks. We calculate the prediction accuracy of the selected features with four machine learning techniques, namely, Logistic Regression, Support Vector Machines, Extreme Learning Machines, and Decision Trees. To verify the performance of the proposed algorithm, we conduct comprehensive experiments on many benchmark datasets retrieved from the University of California, Irvine (UCI) Machine Learning Repository. Moreover, we apply it to a recent real-world dataset, i.e., a Coronavirus disease (COVID-19) dataset. Significant improvements are observed during the comparisons with state-of-the-art metaheuristic algorithms. (C) 2021 Elsevier B.V. All rights reserved."
learning with privileged tasks,Y. Song; Z. Lou; S. You; E. Yang; F. Wang; C. Qian; C. Zhang; X. Wang,2021 IEEE/CVF International Conference on Computer Vision (ICCV),2021.0,10.1109/ICCV48922.2021.01051,Machine learning architectures and formulations; Recognition and classification,,"['Deterministic','Gradient','P-MGDA']","['Multi-task learning','Privileged tasks']",['Task losses'],Multi,"Multi-objective multi-task learning aims to boost the performance of all tasks by leveraging their correlation and conflict appropriately. Nevertheless, in real practice, users may have preference for certain tasks, and other tasks simply serve as privileged or auxiliary tasks to assist the training of target tasks. The privileged tasks thus possess less or even no priority in the final task assessment by users. Motivated by this, we propose a privileged multiple descent algorithm to arbitrate the learning of target tasks and privileged tasks. Concretely, we introduce a privileged parameter so that the optimization direction does not necessarily follow the gradient from the privileged tasks, but concentrates more on the target tasks. Besides, we also encourage a priority parameter for the target tasks to control the potential distraction of optimization direction from the privileged tasks. In this way, the optimization direction can be more aggressively determined by weighting the gradients among target and privileged tasks, and thus highlight more the performance of target tasks under the unified multi-task learning context. Extensive experiments on synthetic and real-world datasets indicate that our method can achieve versatile Pareto solutions under varying preference for the target tasks."
the trade-off between privacy and utility in local differential privacy,M. Li; Y. Tian; J. Zhang; D. Fan; D. Zhao,2021 International Conference on Networking and Network Applications (NaNA),2021.0,10.1109/NaNA53684.2021.00071,data collecting;local differential privacy;privacy metric;utility metric;Pareto optimality,,"['Evolutionary', 'NSGA-II']","['Privacy', 'Local differential privacy']","['Privacy Loss', 'Utility Loss']",Single - Payoff function,"In statistical queries work, such as frequency estimation, the untrusted data collector could as an honest-but-curious (HbC) or malicious adversary to learn true values. Local differential privacy(LDP) protocols have been applied against the untrusted third party in data collecting. Nevertheless, excessive noise of LDP will reduce data utility, thus affecting the results of statistical queries. Therefore, it is significant to research the trade-off between privacy and utility. In this paper, we first measure the privacy loss by observing the maximum posterior confidence of the adversary (data collector). Then, through theoretical analysis and comparison we obtain the most suitable utility measure that is Wasserstein distance. Based on these, we introduce an originality framework for privacy-utility tradeoff framework, finding that this system conforms to the Pareto optimality state and formalizing a payoff function to find optimal equilibrium point under Pareto efficiency. Finally, we illustrate the efficacy of our system model by the Adult dataset from the UCI machine learning repository."
synthesizing pareto-optimal interpretations for black-box models,H. Torfah; S. Shah; S. Chakraborty; S. Akshay; S. A. Seshia,2021 Formal Methods in Computer Aided Design (FMCAD),2021.0,10.34727/2021/isbn.978-3-85448-046-4_24,,,"['Deterministic', 'quantitative constraint solver', 'MaxSAT']",['Explainability'],"['Explainability measure', 'Correctness measure']",Multi,"We present a new multi-objective optimization approach for synthesizing interpretations that “explain” the behavior of black-box machine learning models. Constructing human-understandable interpretations for black-box models often requires balancing conflicting objectives. A simple interpretation may be easier to understand for humans while being less precise in its predictions vis-a-vis a complex interpretation. Existing methods for synthesizing interpretations use a single objective function and are often optimized for a single class of interpretations. In contrast, we provide a more general and multi-objective synthesis framework that allows users to choose (1) the class of syntactic templates from which an interpretation should be synthesized, and (2) quantitative measures on both the correctness and explainability of an interpretation. For a given black-box, our approach yields a set of Pareto-optimal interpretations with respect to the correctness and explainability measures. We show that the underlying multi-objective optimization problem can be solved via a reduction to quantitative constraint solving, such as weighted maximum satisfiability. To demonstrate the benefits of our approach, we have applied it to synthesize interpretations for black-box neural-network classifiers. Our experiments show that there often exists a rich and varied set of choices for interpretations that are missed by existing approaches."
pareto self-supervised training for few-shot learning,Z. Chen; J. Ge; H. Zhan; S. Huang; D. Wang,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2021.0,10.1109/CVPR46437.2021.01345,,2.0,"['Deterministic', 'Constrained multi-objective subproblems', 'Gradient-based', 'steepest descent algorithm']","['Few-Shot Learning', 'Self-Supervised Learning']",['Loss for each task'],Multi,"While few-shot learning (FSL) aims for rapid generalization to new concepts with little supervision, self-supervised learning (SSL) constructs supervisory signals directly computed from unlabeled data. Exploiting the complementarity of these two manners, few-shot auxiliary learning has recently drawn much attention to deal with few labeled data. Previous works benefit from sharing inductive bias between the main task (FSL) and auxiliary tasks (SSL), where the shared parameters of tasks are optimized by minimizing a linear combination of task losses. However, it is challenging to select a proper weight to balance tasks and reduce task conflict. To handle the problem as a whole, we propose a novel approach named as Pareto self-supervised training (PSST) for FSL. PSST explicitly decomposes the few-shot auxiliary problem into multiple constrained multi-objective subproblems with different trade-off preferences, and here a preference region in which the main task achieves the best performance is identified. Then, an effective preferred Pareto exploration is proposed to find a set of optimal solutions in such a preference region. Extensive experiments on several public benchmark datasets validate the effectiveness of our approach by achieving state-of-the-art performance."
smart multi-objective evolutionary gan,M. Baioletti; G. D. Bari; V. Poggioni; C. A. C. Coello,2021 IEEE Congress on Evolutionary Computation (CEC),2021.0,10.1109/CEC45853.2021.9504858,,,['Evolutionary'],['Generative Adversarial Networ'],"['Jensen-Shannon divergence', 'probability of the discriminator being mistaken', 'Least square']",Multi,"Generative Adversarial Network (GAN) is a family of machine learning algorithms designed to train neural networks able to imitate real data distributions. Unfortunately, GAN suffers from problems such as gradient vanishing and mode collapse. In Multi-Objective Evolutionary Generative Adversarial Network (MO-EGAN) these problems were addressed using an evolutionary technique combined with Multi-Objective selection, obtaining better results on synthetic datasets at the expense of larger computation times. In this works, we present the Smart MultiObjective Evolutionary Generative Adversarial Network (SMO-EGAN) algorithm, which reduces the computational cost of MO-EGAN and achieves better results on real data distributions."
hyperaspo: fusion of model and hyper parameter optimization for multi-objective machine learning,A. Kannan; A. Roy Choudhury; V. Saxena; S. Raje; P. Ram; A. Verma; Y. Sabharwal,2021 IEEE International Conference on Big Data (Big Data),2021.0,10.1109/BigData52589.2021.9671604,Hyperparameter optimization;Model parameters;XGBoost;HyperASPO;Pareto Optimization,,"['Deterministic', 'Gradient based', 'Adaptively Scalarized']",['Hyper Parameter Optimization'],['Chosen given the task'],Multi,"Current state of the art methods for generating Pareto-optimal solutions for multi-objective optimization problems mostly rely on optimizing the hyper-parameters of the models (HPO - hyper-parameter Optimization). Few recent, less studied methods focus on optimizing over the space of model parameters, leveraging the problem specific knowledge. We present a generic first-of-a-kind method, referred to as HyperASPO, that combines optimization over the spaces of both hyper-parameters and model parameters for multi-objective optimization of learning problems. HyperASPO consists of two stages. First, we perform a coarse HPO to determine a set of favorable hyper-parameter configurations. In the second step, for each of these configurations, we solve a sequence of weighted single objective optimization problems for estimating Pareto-optimal solutions. We generate the weights in the second step using an adaptive mesh constructed iteratively based on the metrics of interest, resulting in further refinement of Pareto frontier efficiently. We consider the widely used XGBoost (Gradient Boosted Trees) model and validate our method on multiple classification datasets. Our proposed method shows up to 20% improvement over the hypervolumes of Pareto fronts obtained through state of the art HPO based methods with up to 2× reduction in computational time."
scalable pareto front approximation for deep multi-objective learning,M. Ruchte; J. Grabocka,2021 IEEE International Conference on Data Mining (ICDM),2021.0,10.1109/ICDM51629.2021.00162,Multi-objective optimization;Deep Learning;Fairness,,"['Deterministic', 'Linear scalarization', 'Gradient based']",['Deep Learning'],['Loss for each task'],Multi,"Multi-objective optimization is important for various Deep Learning applications, however, no prior multi-objective method suits very deep networks. Existing approaches either require training a new network for every solution on the Pareto front or add a considerable overhead to the number of parameters by introducing hyper-networks conditioned on modifiable preferences. In this paper, we present a novel method that contextualizes the network directly on the preferences by adding them to the input space. In addition, we ensure a well-spread Pareto front by forcing the solutions to preserve a small angle to the preference vector. Through extensive experiments, we demonstrate that our Pareto fronts achieve state-of-the-art quality despite being computed significantly faster. Furthermore, we demonstrate the scalability as our method approximates the full Pareto front on the CelebA dataset with an EfficientNet network at a marginal training time overhead of 7% compared to a single-objective optimization. We make the code publicly available at https://github.com/ruchtem/cosmos."
multiobjective particle swarm optimization for feature selection with fuzzy cost,Y. Hu; Y. Zhang; D. Gong,IEEE Transactions on Cybernetics,2021.0,10.1109/TCYB.2020.3015756,Feature selection (FS);fuzzy cost;multiobjective optimization;particle swarm optimization (PSO),37.0,"['Evolutionary', 'Particle Swarm Optimization']","['Feature Selection', 'Fuzzy Cost']","['Average error rate', 'Maximal fuzzy cost']",Multi,"Feature selection (FS) is an important data processing technique in the field of machine learning. There have been various FS methods, but all assume that the cost associated with a feature is precise, which restricts their real applications. Focusing on the FS problem with fuzzy cost, a fuzzy multiobjective FS method with particle swarm optimization, called PSOMOFS, is studied in this article. The proposed method develops a fuzzy dominance relationship to compare the goodness of candidate particles and defines a fuzzy crowding distance measure to prune the elitist archive and determine the global leader of particles. Also, a tolerance coefficient is introduced into the proposed method to ensure that the Pareto-optimal solutions obtained satisfy decision makers' preferences. The developed method is used to tackle a series of the UCI datasets and is compared with three fuzzy multiobjective evolutionary methods and three typical multiobjective FS methods. Experimental results show that the proposed method can achieve feature sets with superior performances in approximation, diversity, and feature cost."
an entropy driven multiobjective particle swarm optimization algorithm for feature selection,J. Luo; D. Zhou; L. Jiang; H. Ma,2021 IEEE Congress on Evolutionary Computation (CEC),2021.0,10.1109/CEC45853.2021.9504837,feature selection;multiobjective optimization;particle swarm optimization,1.0,"['Evolutionary', 'Particle Swarm Optimization']","['Feature Selection', 'Classification']","['Number of features', 'Classification error']",Multi,"Feature selection is an important research field in machine learning since high-dimensionality is a common characteristic of real-world data. It has two main objectives, which are to maximize the classification accuracy while minimizing the number of selected features. As the two objectives are usually in conflict with each other, it makes feature selection a multi-objective problem. However, the large search space and discrete Pareto front makes it not easy for existing evolutionary multi-objective algorithms. In order to deal with the above mentioned difficulties in feature selection, an entropy driven multiobjective particle swarm optimization algorithm is proposed to remove redundant feature and decrease computational complexity. First, its basic idea is to model feature selection as a multiobjective optimization problem by optimizing the number of features and the classification accuracy in supervised condition simultaneously. Second, a particle initialization strategy based on information entropy is designed to improve the quality of initial solutions, and an adaptive velocity update rule is used to swap between local search and global search. Besides, a specified discrete nondominated sorting is designed. These strategies enable the proposed algorithm to gain better performance on both the quality and size of feature subset. The experimental results show that the proposed algorithm can maintain or improve the quality of Pareto fronts evolved by the state-of-the-art algorithms for feature selection."
a selective ensemble classifier using multiobjective optimization based extreme learning machine algorithm,L. Bai; H. Li; W. Gao,2021 17th International Conference on Computational Intelligence and Security (CIS),2021.0,10.1109/CIS54983.2021.00017,feedforward neural network;extreme learning machine;multiobjective optimization;ensemble learning;classification,,"['Evolutionary', 'MOEA/D']","['Ensemble Learning', 'Classification', 'Neural Network', 'Extreme learning machine']","['Training RMSE', 'Validation RMSE', 'Network complexity']",Single - Ensemble,"In a single hidden layer feedforward neural network (SLFN), acquiring optimal values for the number of hidden neurons and connection parameters simultaneously is regarded as one of challenges, which has attracted extensive attention. This is because changing the number of hidden neurons and connection parameters greatly affect overall performance of the SLFN and increase the training complexity. In this article, the training error, validation error, and network complexity are treated as three conflicting objectives of multiobjective model for getting a compact network with good generalization ability. For solving the multiobjective model, a hybrid coding scheme is designed for network structure and connection parameters of a SLFN, and then a multiobjective optimization based extreme learning machine (MOELM) is proposed for structure learning and parameter optimization simultaneously. To improve recognition accuracy, a selective ensemble classifier with three base classifiers according to the selection strategy is utilized to make final decision. Experimental results and comparison with other classifiers on several benchmark classification problems indicate the effectiveness and superiority of the proposed MOELM."
a novel feature selection with many-objective optimization and learning mechanism,L. Shu; F. He; X. Hu; H. Li,2021 IEEE 24th International Conference on Computer Supported Cooperative Work in Design (CSCWD),2021.0,10.1109/CSCWD49262.2021.9437707,optimization driven design;intelligent cloud manufacturing;collaborative processing of big data;feature selection;classification;many-objective optimization;extreme learning machine,,"['Evolutionary', 'NSGA-xadIII']","['Feature Selection', 'Extreme learning machine', 'Classification']","['Accuracy', 'Number of features', 'Feature relevance', 'Feature redundancy', 'Feature complementarity']",Multi,"Feature selection is extremely important in machine learning and data mining. Typical two-objective feature selection methods aim to minimize the number of features and maximize classification performance. However, they overlook the fact that there may be multiple subsets with similar information content for a given cardinality. The paper presents a many-objective feature selection approach to address this problem. Firstly, we establish a five-objective optimization model, which consists of classification accuracy, the number of features, feature relevance, feature redundancy, and feature complementarity. Therefore, the proposed model can enlarge the search space with more Pareto solutions. Secondly, we propose a wrapper structure for many-objective feature selection, which integrates a learning algorithm. Thirdly, in order to reduce the computional overhead, we propose a filter structure, which separates the learning algorithm. For implementation, we adopt NSGA-III multi-objective evolutionary algorithm and extreme learning machine. The experiments on mainstream datasets confirm the superiority of the proposed method."
