Title,Authors,Publisher,Year,Abstract,DOI,Keywords,Citations,Remove - Title,Second Filter
Inducing multi-objective clustering ensembles with genetic programming,"Coelho A.L.V., Fernandes E., Faceli K.",Neurocomputing,2010.0,"The recent years have witnessed a growing interest in two advanced strategies to cope with the data clustering problem, namely, clustering ensembles and multi-objective clustering. In this paper, we present a genetic programming based approach that can be considered as a hybrid of these strategies, thereby allowing that different hierarchical clustering ensembles be simultaneously evolved taking into account complementary validity indices. Results of computational experiments conducted with artificial and real datasets indicate that, in most of the cases, at least one of the Pareto optimal partitions returned by the proposed approach compares favorably or go in par with the consensual partitions yielded by two well-known clustering ensemble methods in terms of clustering quality, as gauged by the corrected Rand index. © 2010 Elsevier B.V.",10.1016/j.neucom.2010.09.014,Cluster analysis; Ensembles; Genetic programming; Multi-objective optimization,14.0,0.0,1.0
Smart PAC-learners,"Darnstädt M., Simon H.U.",Theoretical Computer Science,2011.0,"The PAC-learning model is distribution-independent in the sense that the learner must reach a learning goal with a limited number of labeled random examples without any prior knowledge of the underlying domain distribution. In order to achieve this, one needs generalization error bounds that are valid uniformly for every domain distribution. These bounds are (almost) tight in the sense that there is a domain distribution which does not admit a generalization error being significantly smaller than the general bound. Note however that this leaves open the possibility to achieve the learning goal faster if the underlying distribution is ""simple"". Informally speaking, we say a PAC-learner L is ""smart"" if, for a ""vast majority"" of domain distributions D, L does not require significantly more examples to reach the ""learning goal"" than the best learner whose strategy is specialized to D. In this paper, focusing on sample complexity and ignoring computational issues, we show that smart learners do exist. This implies (at least from an information-theoretical perspective) that full prior knowledge of the domain distribution (or access to a huge collection of unlabeled examples) does (for a vast majority of domain distributions) not significantly reduce the number of labeled examples required to achieve the learning goal. © 2010 Elsevier B.V. All rights reserved.",10.1016/j.tcs.2010.12.053,Learning under a fixed distribution; Machine learning; Minimax theorem; PAC-learning; Semi-supervised learning; Smart PAC-learner; Value of unlabeled data,5.0,0.0,1.0
Evolving ensembles in Multi-objective Genetic Programming for classification with unbalanced data,"Bhowan U., Johnston M., Zhang M.","Genetic and Evolutionary Computation Conference, GECCO'11",2011.0,"Machine learning algorithms can suffer a performance bias when data sets are unbalanced. This paper proposes a Multi-objective Genetic Programming approach using negative correlation learning to evolve accurate and diverse ensembles of non-dominated solutions where members vote on class membership. We also compare two popular Pareto-based fitness schemes on the classification tasks. We show that the evolved ensembles achieve high accuracy on both classes using six unbalanced binary data sets, and that this performance is usually better than many of its individual members. Copyright 2011 ACM.",10.1145/2001576.2001756,Class imbalance; Classification; Evolutionary multi-objective optimisation; Genetic programming,25.0,0.0,1.0
Ensembles and multiple classifiers: A game-theoretic view,Cesa-Bianchi N.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011.0,"The study of multiple classifier systems is a fundamental topic in modern machine learning. However, early work on aggregation of predictors can be traced back to the Fifties, in the area of game theory. At that time, the pioneering work of James Hannan [11] and David Blackwell [2] laid down the foundations of repeated game theory. In a nutshell, a repeated game is the game-theoretic interpretation of learning. In games played once, lacking any information about the opponent, the best a player can do is to play the minimax strategy (the best strategy against the worst possible opponent). In repeated games, by examining the history of past opponent moves, the player acquires information about the opponent's behavior and can adapt to it, in order to achieve a better payoff than that guaranteed by the minimax strategy. © 2011 Springer-Verlag.",10.1007/978-3-642-21557-5_2,,,0.0,1.0
On the curse of dimensionality in supervised learning of smooth regression functions,"Liitiäinen E., Corona F., Lendasse A.",Neural Processing Letters,2011.0,"In this paper, the effect of dimensionality on the supervised learning of infinitely differentiable regression functions is analyzed. By invoking the Van Trees lower bound, we prove lower bounds on the generalization error with respect to the number of samples and the dimensionality of the input space both in a linear and non-linear context. It is shown that in non-linear problems without prior knowledge, the curse of dimensionality is a serious problem. At the same time, we speculate counter-intuitively that sometimes supervised learning becomes plausible in the asymptotic limit of infinite dimensionality. © 2011 Springer Science+Business Media, LLC.",10.1007/s11063-011-9188-7,Analytic function; High dimensional; Minimax; Nonparametric regression; Supervised learning; Van Trees,4.0,0.0,1.0
Manifold-regularized minimax probability machine,"Yoshiyama K., Sakurai A.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2012.0,"In this paper we propose Manifold-Regularized Minimax Probability Machine, called MRMPM. We show that Minimax Probability Machine can properly be extended to semi-supervised version in the manifold regularization framework and that its kernelized version is obtained for non-linear case. Our experiments show that the proposed methods achieve results competitive to existing learning methods, such as Laplacian Support Vector Machine and Laplacian Regularized Least Square for publicly available datasets from UCI machine learning repository. © 2012 Springer-Verlag.",10.1007/978-3-642-28258-4_5,,4.0,0.0,1.0
Coevolutionary learning of neural network ensemble for complex classification tasks,"Tian J., Li M., Chen F., Kou J.",Pattern Recognition,2012.0,"Ensemble approaches to classification have attracted a great deal of interest recently. This paper presents a novel method for designing the neural network ensemble using coevolutionary algorithm. The bootstrap resampling procedure is employed to obtain different training subsets that are used to estimate different component networks of the ensemble. Then the cooperative coevolutionary algorithm is developed to optimize the ensemble model via the divide-and-cooperative mechanism. All component networks are coevolved in parallel in the scheme of interacting co-adapted subpopulations. The fitness of an individual from a particular subpopulation is assessed by associating it with the representatives from other subpopulations. In order to promote the cooperation of all component networks, the proposed method considers both the accuracy and the diversity among the component networks that are evaluated using the multi-objective Pareto optimality measure. A hybrid output-combination method is designed to determine the final ensemble output. Experimental results illustrate that the proposed method is able to obtain neural network ensemble models with better classification accuracy in comparison with currently popular ensemble algorithms. © 2011 Elsevier Ltd All rights reserved.",10.1016/j.patcog.2011.09.012,Classification; Coevolutionary algorithm; Ensemble learning; Neural network,30.0,0.0,1.0
A computational geometry approach for pareto-optimal selection of neural networks,"Torres L.C.B., Castro C.L., Braga A.P.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2012.0,"This paper presents a Pareto-optimal selection strategy for multiobjective learning that is based on the geometry of the separation margin between classes. The Gabriel Graph, a method borrowed from Computational Geometry, is constructed in order to obtain margin patterns and class borders. From border edges, a target separator is obtained in order to obtain a large margin classifier. The selected model from the generated Pareto-set is the one that is closer to the target separator. The method presents robustness in both synthetic and real benchmark datasets. It is efficient for Pareto-Optimal selection of neural networks and no claim is made that the obtained solution is equivalent to a maximum margin separator. © 2012 Springer-Verlag.",10.1007/978-3-642-33266-1_13,classification; decision-making; gabriel graph; multiobjective machine learning,2.0,0.0,1.0
A classification model based on incomplete information on features in the form of their average values,"Utkin L.V., Zhuk Y.A., Selikhovkin I.A.",Scientific and Technical Information Processing,2012.0,"This paper presents a model of classification under incomplete information in the form of mathematical expectations of features; it is based on the minimax (minimin) strategy of decision making. The discriminant function is calculated by maximization (minimization) of the risk functional as a measure of misclassification, by a set of distributions of probabilities with bounds determined by information on features, and minimization by the set of parameters. The algorithm is reduced to solution of the parametric problem of linear programming. © 2012 Allerton Press, Inc.",10.3103/S0147688212060068,classification; linear programming; machine learning; mathematical expectation; minimax strategy; risk functional; the loss function,3.0,0.0,1.0
Categorical feature reduction using multi objective genetic Algorithm in cluster analysis,"Dutta D., Dutta P., Sil J.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013.0,"In the paper, real coded multi objective genetic algorithm based K-clustering method has been studied, K represents the number of clusters. In K-clustering algorithm value of K is known. The searching power of Genetic Algorithm (GA) is exploited to search for suitable clusters and centers of clusters so that intra-cluster distance (Homogeneity, H) and inter-cluster distances (Separation, S) are simultaneously optimized. It is achieved by measuring H and S using Mod distance per feature metric, suitable for categorical features (attributes). We have selected 3 benchmark data sets from UCI Machine Learning Repository containing categorical features only. The paper proposes two versions of MOGA based K-clustering algorithm. In proposed MOGA (H, S), all features are taking part in building chromosomes and calculation of H and S values. In MOGA-Feature-Selection (H, S), selected features take part to build chromosomes, relevant for clusters. Here, K-modes is hybridized with GA. We have used hybridized GA to combine global searching capabilities of GA with local searching capabilities of K-modes. Considering context sensitivity, we have used a special crossover operator called ""pairwise crossover"" and ""substitution"". The main contribution of this paper is simultaneous dimensionality reduction and optimization of objectives using MOGA. © 2013 Springer-Verlag Berlin Heidelberg.",10.1007/978-3-642-45318-2_7,Clustering; dimensionality reduction; homogeneity and separation; Pareto optimal front; real coded multi objective genetic algorithm,3.0,0.0,1.0
Robust novelty detection in the framework of a contamination neighbourhood,"Utkin L.V., Zhuk Y.A.",International Journal of Intelligent Information and Database Systems,2013.0,A novelty detection robust model is studied in the paper. It is based on contaminated (robust) models which produce a set of probability distributions of data points instead of the empirical distribution. The minimax and minimin strategies are used to construct optimal separating functions. An algorithm for computing the optimal parameters of the novelty detection model is reduced to a finite number of standard SVM tasks with weighted data points. Experimental results with synthetic and some real data illustrate the proposed novelty detection robust model. Copyright © 2013 Inderscience Enterprises Ltd.,10.1504/IJIIDS.2013.053830,Classification; Machine learning; Minimax strategy; Novelty detection; Quadratic programming; Support vector machine; SVM,5.0,0.0,1.0
Robust extreme learning machine,"Horata P., Chiewchanwattana S., Sunat K.",Neurocomputing,2013.0,"The output weights computing of extreme learning machine (ELM) encounters two problems, the computational and outlier robustness problems. The computational problem occurs when the hidden layer output matrix is a not full column rank matrix or an ill-conditioned matrix because of randomly generated input weights and biases. An existing solution to this problem is Singular Value Decomposition (SVD) method. However, the training speed is still affected by the large complexity of SVD when computing the Moore-Penrose (MP) pseudo inverse. The outlier robustness problem may occur when the training data set contaminated with outliers then the accuracy rate of ELM is extremely affected. This paper proposes the Extended Complete Orthogonal Decomposition (ECOD) method to solve the computational problem in ELM weights computing via ECODLS algorithm. And the paper also proposes the other three algorithms, i.e. the iteratively reweighted least squares (IRWLS-ELM), ELM based on the multivariate least-trimmed squares (MLTS-ELM), and ELM based on the one-step reweighted MLTS (RMLTS-ELM) to solve the outlier robustness problem. However, they also encounter the computational problem. Therefore, the ECOD via ECODLS algorithm is also used successfully in the three proposed algorithms. The experiments of regression problems were conducted on both toy and real-world data sets. The outlier types are one-sided and two-sided outliers. Each experiment was randomly contaminated with outliers, of one type only, with 10%, 20%, 30%, 40%, and 50% of the total training data size. Meta-metrics evaluation was used to measure the outlier robustness of the proposed algorithms compared to the existing algorithms, i.e. the minimax probability machine regression (MPMR) and the ordinary ELM. The experimental results showed that ECOD can effectively replace SVD. The ECOD is robust to the not full column rank or the ill-conditional problem. The speed of the ELM training using ECOD is also faster than the ordinary training algorithm. Moreover, the meta-metrics measure showed that the proposed algorithms are less affected by the increasing number of outliers than the existing algorithms. © 2012 Elsevier B.V.",10.1016/j.neucom.2011.12.045,Extended Complete Orthogonal Decomposition; Extreme learning machine; Iteratively reweighted least squares; Meta-metrics evaluation; Minimax probability machine regression; Moore-Penrose pseudo inverse; Multivariate least-trimmed squares; Outlier; Robustness; Singular Value Decomposition,128.0,0.0,1.0
Comparing ensemble learning approaches in genetic programming for classification with unbalanced data,"Bhowan U., Johnston M., Zhang M.",GECCO 2013 - Proceedings of the 2013 Genetic and Evolutionary Computation Conference Companion,2013.0,"This paper compares three approaches to evolving ensembles in Genetic Programming (GP) for binary classification with unbalanced data. The first uses bagging with sampling, while the other two use Pareto-based multi-objective GP (MOGP) for the trade-off between the two (unequal) classes. In MOGP, two ways are compared to build the ensembles: using the evolved Pareto front alone, and using the whole evolved population of dominated and non-dominated individuals alike. Experiments on several benchmark (binary) unbalanced tasks find that smaller, more diverse ensembles chosen during ensemble selection perform best due to better generalisation, particularly when the combined knowledge of the whole evolved MOGP population forms the ensemble.",10.1145/2464576.2464643,Clasfisification; Class imbalance; Genetic programming; Multi-objective optimisation,1.0,0.0,1.0
Label free change detection on streaming data with cooperative multi-objective genetic programming,"Rahimi S., McIntyre A.R., Heywood M.I., Zincir-Heywood N.",GECCO 2013 - Proceedings of the 2013 Genetic and Evolutionary Computation Conference Companion,2013.0,"Classification under streaming data conditions requires that the machine learning (ML) approach operate interactively with the stream content. Thus, given some initial ML clas- sification capability, it is not possible to assume that stream content will be stationary. It is therefore necessary to first detect when the stream content changes. Only after detect- ing a change, can classifier retraining be triggered. Current methods for change detection tend to assume an entropy fil- ter approach, where class labels are necessary. In practice, labeling the stream would be extremely expensive. This work proposes an approach in which the behaviour of GP individuals is used to detect change without the use of la- bels. Only after detecting a change is label information re- quested. Benchmarking under a computer network traffic analysis scenario demonstrates that the proposed approach performs at least as well as the filter method, while retaining the advantage of requiring no labels.",10.1145/2464576.2464652,Coevolution; Dynamic environments; Genetic programming; Pareto archiving; Streaming data,2.0,0.0,1.0
One-side probability machine: Learning imbalanced classifiers locally and globally,"Zhang R., Huang K.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013.0,"Imbalanced learning is a challenged task in machine learning, where the data associated with one class are far fewer than those associated with the other class. In this paper, we propose a novel model called One-Side Probability Machine (OSPM) able to learn from imbalanced data rigorously and accurately. In particular, OSPM can lead to a rigorous treatment on biased or imbalanced classification tasks, which is significantly different from previous approaches. Importantly, the proposed OSPM exploits the reliable global information from one side only, i.e., the majority class , while engaging the robust local learning [2] from the other side, i.e., the minority class. Such setting proves much effective than other models such as Biased Minimax Probability Machine (BMPM). To our best knowledge, OSPM presents the first model capable of learning from imbalanced data both locally and globally. Our proposed model has also established close connections with various famous models such as BMPM and Support Vector Machine. One appealing feature is that the optimization problem involved can be cast as a convex second order conic programming problem with a global optimum guaranteed. A series of experiments on three data sets demonstrate the advantages of our proposed method against four competitive approaches. © Springer-Verlag 2013.",10.1007/978-3-642-42042-9_18,,1.0,0.0,1.0
Machine learning enhanced multi-objective evolutionary algorithm based on decomposition,"Liau Y.S., Tan K.C., Hu J., Qiu X., Gee S.B.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013.0,"We address the problem of expensive multi-objective optimization using a machine learning assisted model of evolutionary computation. Specifically, we formulate a meta-objective function tailored to the framework of MOEA/D, which can be solved by means of supervised regression learning using the Support Vector Machine (SVM) algorithm. The learned model constitutes the knowledge which can be then utilized to guide the evolution process within MOEA/D so as to reach better regions in the search space more quickly. Simulation results on a variety of benchmark problems show that the machine-learning enhanced MOEA/D is able to obtain better estimation of Pareto fronts when the allowed computational budget, measured in terms of number of objective function evaluation, is scarce. © 2013 Springer-Verlag.",10.1007/978-3-642-41278-3_67,Evolutionary multi-objective optimization; expensive optimization; support vector machine; surrogate modelling,6.0,0.0,1.0
The randomized greedy modularity clustering algorithm and the core groups graph clustering scheme,"Geyer-Schulz A., Ovelgönne M.","Studies in Classification, Data Analysis, and Knowledge Organization",2014.0,"The modularity measure of Newman and Girvan is a popular formal cluster criterium for graph clustering. Although the modularity maximization problem has been shown to be NP-hard, a large number of heuristic modularity maximization algorithms have been developed. In the 10th DIMACS Implementation Challenge of the Center for Discrete Mathematics & Theoretical Computer Science (DIMACS) for graph clustering our core groups graph clustering scheme combined with a randomized greedy modularity clustering algorithm won both modularity optimization challenges: the Modularity (highest modularity) and the Pareto Challenge (tradeoff between modularity and performance). The core groups graph clustering scheme is an ensemble learning clustering method which combines the local solutions of several base algorithms to form a good start solution for the final algorithm. The randomized greedy modularity algorithm is a nondeterministic agglomerative hierarchical clustering approach which finds locally optimal solutions. In this contribution we analyze the similarity of the randomized greedy modularity algorithm with incomplete solvers for the satisfiability problem and we establish an analogy between the cluster core group heuristic used in core groups graph clustering and a sampling of restart points on the Morse graph of a continuous optimization problem with the same local optima. © Springer International Publishing Switzerland 2014.",10.1007/978-3-319-01264-3_2,,6.0,0.0,1.0
Bayesian reinforcement learning with exploration,"Lattimore T., Hutter M.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014.0,We consider a general reinforcement learning problem and show that carefully combining the Bayesian optimal policy and an exploring policy leads to minimax sample-complexity bounds in a very general class of (history-based) environments. We also prove lower bounds and show that the new algorithm displays adaptive behaviour when the environment is easier than worst-case. © Springer International Publishing Switzerland 2014.,10.1007/978-3-319-11662-4_13,,3.0,0.0,1.0
Feature selection with positive region constraint for test-cost-sensitive data,"Liu J., Min F., Zhao H., Zhu W.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014.0,"In many data mining and machine learning applications, data are not free, and there is a test cost for each data item. Due to economic, technological and legal reasons, it is neither possible nor necessary to obtain a classifier with 100 % accuracy. In this paper, we consider such a situation and propose a new constraint satisfaction problem to address it. With this in mind, one has to minimize the test cost to keep the accuracy of the classification under a budget. The constraint is expressed by the positive region, whereas the object is to minimizing the total test cost. The new problem is essentially a dual of the test cost constraint attribute reduction problem, which has been addressed recently. We propose a heuristic algorithm based on the information gain, the test cost, and a user specified parameter to deal with the new problem. The algorithm is tested on four University of California - Irvine datasets with various test cost settings. Experimental results indicate that the algorithm finds optimal feature subset in most cases, the rational setting of is different among datasets, and the algorithm is especially stable when the test cost is subject to the Pareto distribution. © 2014 Springer-Verlag.",10.1007/978-3-662-44680-5_2,Cost-sensitive learning; Feature selection; Positive region; Test cost,1.0,0.0,1.0
Transductive minimax probability machine,"Huang G., Song S., Xu Z., Weinberger K.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014.0,"The Minimax Probability Machine (MPM) is an elegant machine learning algorithm for inductive learning. It learns a classifier that minimizes an upper bound on its own generalization error. In this paper, we extend its celebrated inductive formulation to an equally elegant transductive learning algorithm. In the transductive setting, the label assignment of a test set is already optimized during training. This optimization problem is an intractable mixed-integer programming. Thus, we provide an efficient label-switching approach to solve it approximately. The resulting method scales naturally to large data sets and is very efficient to run. In comparison with nine competitive algorithms on eleven data sets, we show that the proposed Transductive MPM (TMPM) almost outperforms all the other algorithms in both accuracy and speed. © 2014 Springer-Verlag.",10.1007/978-3-662-44848-9_37,minimax probability machine; semi-supervised learning; transductive learning,3.0,0.0,1.0
A community detection method based on multi-objective optimization method,"Wang L., Liang Y.Q., Tian Q.J., Yang J., Song C., Wu Z.",Applied Mechanics and Materials,2014.0,"Community detection in complex network has been an active research area in data mining and machine learning. This paper proposed a community detection method based on multi-objective evolutionary algorithm, named CDMOEA, which tries to find the Pareto front by maximize two objectives, community score and community fitness. Fast and Elitist Multi-objective Genetic Algorithm is used to attained a set of optimal solutions, and then use Modularity function to choose the best one from them. The locus based adjacency representation is used to realize genetic representation, which ensures the effective connections of the nodes in the network during the process of population Initialization and other genetic operator. Uniform crossover is introduced to ensure population's diversity. We compared it with some popular community detection algorithms in computer generated network and real world networks. Experiment results show that it is more efficient in community detection. © (2014) Trans Tech Publications, Switzerland.",10.4028/www.scientific.net/AMM.571-572.177,Community detection; Complex network; Modularity; Multi-objective evolutionary algorithm; Pareto front,3.0,0.0,1.0
A framework for imprecise robust one-class classification models,Utkin L.V.,International Journal of Machine Learning and Cybernetics,2014.0,"A framework for constructing robust one-class classification models is proposed in the paper. It is based on Walley's imprecise extensions of contaminated models which produce a set of probability distributions of data points instead of a single empirical distribution. The minimax and minimin strategies are used to choose an optimal probability distribution from the set and to construct optimal separating functions. It is shown that an algorithm for computing optimal parameters is determined by extreme points of the probability set and is reduced to a finite number of standard SVM tasks with weighted data points. Important special cases of the models, including pari-mutuel, constant odd-ratio, contaminated models and Kolmogorov-Smirnov bounds are studied. Experimental results with synthetic and real data illustrate the proposed models. © 2012 Springer-Verlag Berlin Heidelberg.",10.1007/s13042-012-0140-6,Classification; Machine learning; Minimax strategy; Novelty detection; Quadratic programming; Support vector machine,25.0,0.0,1.0
Robust boosting classification models with local sets of probability distributions,"Utkin L.V., Zhuk Y.A.",Knowledge-Based Systems,2014.0,Robust classification models based on the ensemble methodology are proposed in the paper. The main feature of the models is that the precise vector of weights assigned for examples in the training set at each iteration of boosting is replaced by a local convex set of weight vectors. The minimax strategy is used for building weak classifiers at each iteration. The local sets of weights are constructed by means of imprecise statistical models. The proposed models are called RILBoost (Robust Imprecise Local Boost). Numerical experiments with real data show that the proposed models outperform the standard AdaBoost algorithm for several well-known data sets. © 2014 Elsevier B.V. All rights reserved.,10.1016/j.knosys.2014.02.007,Boosting; Classification; Imprecise model; Machine learning; Robust,11.0,0.0,1.0
Imprecise prior knowledge incorporating into one-class classification,"Utkin L.V., Zhuk Y.A.",Knowledge and Information Systems,2014.0,"An extension of Campbell and Bennett’s novelty detection or one-class classification model incorporating prior knowledge is studied in the paper. The proposed extension relaxes the strong assumption of the empirical probability distribution over elements of a training set and deals with a set of probability distributions produced by prior knowledge about training data. The classification problem is solved by considering extreme points of the probability distribution set or by means of the conjugate duality technique. Special cases of prior knowledge are considered in detail, including the imprecise linear-vacuous mixture model and interval-valued moments of feature values. Numerical experiments show that the proposed models outperform Campbell and Bennett’s model for many real and synthetic data. © 2013, Springer-Verlag London.",10.1007/s10115-013-0661-7,Extreme points; Imprecise statistical model; Linear programming; Machine learning; Minimax strategy; Novelty detection; One-class classification,8.0,0.0,1.0
Privacy aware learning,"Duchi J.C., Jordan M.I., Wainwright M.J.",Journal of the ACM,2014.0,"We study statistical risk minimization problems under a privacy model in which the data is kept confidential even from the learner. In this local privacy framework, we establish sharp upper and lower bounds on the convergence rates of statistical estimation procedures. As a consequence, we exhibit a precise tradeoff between the amount of privacy the data preserves and the utility, as measured by convergence rate, of any statistical estimator or learning procedure. © 2014 ACM.",10.1145/2666468,Differential privacy; Lower bounds; Machine learning; Minimax convergence rates; Saddle points,58.0,0.0,1.0
A hybrid meta-learning architecture for multi-objective optimization of SVM parameters,"Miranda P.B.C., Prudêncio R.B.C., de Carvalho A.P.L.F., Soares C.",Neurocomputing,2014.0,"Support Vector Machines (SVMs) have achieved a considerable attention due to their theoretical foundations and good empirical performance when compared to other learning algorithms in different applications. However, the SVM performance strongly depends on the adequate calibration of its parameters. In this work we proposed a hybrid multi-objective architecture which combines meta-learning (ML) with multi-objective particle swarm optimization algorithms for the SVM parameter selection problem. Given an input problem, the proposed architecture uses a ML technique to suggest an initial Pareto front of SVM configurations based on previous similar learning problems; the suggested Pareto front is then refined by a multi-objective optimization algorithm. In this combination, solutions provided by ML are possibly located in good regions in the search space. Hence, using a reduced number of successful candidates, the search process would converge faster and be less expensive. In the performed experiments, the proposed solution was compared to traditional multi-objective algorithms with random initialization, obtaining Pareto fronts with higher quality on a set of 100 classification problems. © 2014 Elsevier B.V.",10.1016/j.neucom.2014.06.026,Meta-learning; Multi-objective optimization; Parameter selection; Particles swarm optimization; Support vector machines,29.0,0.0,1.0
A flexible cluster-oriented alternative clustering algorithm for choosing from the Pareto front of solutions,"Truong D.T., Battiti R.",Machine Learning,2015.0,"Supervised alternative clustering is the problem of finding a set of clusterings which are of high quality and different from a given negative clustering. The task is therefore a clear multi-objective optimization problem. Optimizing two conflicting objectives at the same time requires dealing with trade-offs. Most approaches in the literature optimize these objectives sequentially (one objective after another one) or indirectly (by some heuristic combination of the objectives). Solving a multi-objective optimization problem in these ways can result in solutions which are dominated, and not Pareto-optimal. We develop a direct algorithm, called COGNAC, which fully acknowledges the multiple objectives, optimizes them directly and simultaneously, and produces solutions approximating the Pareto front. COGNAC performs the recombination operator at the cluster level instead of at the object level, as in the traditional genetic algorithms. It can accept arbitrary clustering quality and dissimilarity objectives and provides solutions dominating those obtained by other state-of-the-art algorithms. Based on COGNAC, we propose another algorithm called SGAC for the sequential generation of alternative clusterings where each newly found alternative clustering is guaranteed to be different from all previous ones. The experimental results on widely used benchmarks demonstrate the advantages of our approach. © 2013, The Author(s).",10.1007/s10994-013-5350-y,Alternative clustering; Cluster-oriented recombination; Genetic algorithms; Multi-objective optimization,4.0,0.0,1.0
Robust classifiers using imprecise probability models and importance of classes,"Utkin L.V., Zhuk Y.A.",International Journal on Artificial Intelligence Tools,2015.0,"A framework for constructing robust classification models is proposed in the paper. An assumption about importance of one of the classes in comparison with other classes is incorporated into the models. It often takes place in the real application, for example, in reliability, in medical diagnostic, etc. A main idea underlying the models is to consider a set of probability distributions on training examples produced by the imprecise probability models such as linear-vacuous mixture and constant odd-ratio contaminated models. Extreme points of the sets of probability distributions are a main tool for constructing the robust classifiers. It is shown that algorithms for computing optimal classification parameters are reduced to a finite number of weighted support vector machines with weights determined by the extreme points. Experimental results with synthetic and real data illustrate the proposed models. © 2015 World Scientific Publishing Company.",10.1142/S0218213015500086,classification; extreme points; imprecise probability model; Machine learning; minimax strategy; quadratic programming; support vector machine,,0.0,1.0
A new robust model of one-class classification by interval-valued training data using the triangular kernel,"Utkin L.V., Chekh A.I.",Neural Networks,2015.0,A robust one-class classification model as an extension of Campbell and Bennett's (C-B) novelty detection model on the case of interval-valued training data is proposed in the paper. It is shown that the dual optimization problem to a linear program in the C-B model has a nice property allowing to represent it as a set of simple linear programs. It is proposed also to replace the Gaussian kernel in the obtained linear support vector machines by the well-known triangular kernel which can be regarded as an approximation of the Gaussian kernel. This replacement allows us to get a finite set of simple linear optimization problems for dealing with interval-valued data. Numerical experiments with synthetic and real data illustrate performance of the proposed model. © 2015 Elsevier Ltd.,10.1016/j.neunet.2015.05.004,Extreme points; Interval-valued data; Kernel; Linear programming; Minimax strategy; Novelty detection; One-class classification; Support vector machine,10.0,0.0,1.0
Hybrid multi-objective optimization approach for neural network classification using local search,"Mane S., Sonawani S., Sakhare S.",Advances in Intelligent Systems and Computing,2016.0,"Classification is inherently multi-objective problem. It is one of the most important tasks of data mining to extract important patterns from large volume of data. Traditionally, either only one objective is considered or the multiple objectives are accumulated to one objective function. In the last decade, Pareto-based multi-objective optimization approach have gained increasing popularity due to the use of multi-objective optimization using evolutionary algorithms and population-based search methods. Multi-objective optimization approaches are more powerful than traditional single-objective methods as it addresses various topics of data mining such as classification, clustering, feature selection, ensemble learning, etc. This paper proposes improved approach of non-dominated sorting algorithm II (NSGA II) for classification using neural network model by augmenting with local search. It tries to enhance two conflicting objectives of classifier: Accuracy and mean squared error. NSGA II is improved by augmenting backpropagation as a local search method to deal with the disadvantage of genetic algorithm, i.e. slow convergence to best solutions. By using backpropagation we are able to speed up the convergence. This approach is applied in various classification problems obtained from UCI repository. The neural network modes obtained shows high accuracy and low mean squared error. © Springer Science+Business Media Singapore 2016.",10.1007/978-981-10-0419-3_21,Classificationm; Local search; Multi-objective optimization; Neural network; NSGA II; Pareto optimality,2.0,0.0,1.0
Multi-objective reinforcement learning through continuous pareto manifold approximation,"Parisi S., Pirotta M., Restelli M.",Journal of Artificial Intelligence Research,2016.0,"Many real-world control applications, from economics to robotics, are characterized by the presence of multiple conicting objectives. In these problems, the standard concept of optimality is replaced by Pareto{optimality and the goal is to find the Pareto frontier, a set of solutions representing different compromises among the objectives. Despite recent advances in multi{objective optimization, achieving an accurate representation of the Pareto frontier is still an important challenge. In this paper, we propose a reinforcement learning policy gradient approach to learn a continuous approximation of the Pareto frontier in multi{objective Markov Decision Problems (MOMDPs). Differently from previous policy gradient algorithms, where n optimization routines are executed to have n solutions, our approach performs a single gradient ascent run, generating at each step an improved continuous approximation of the Pareto frontier. The idea is to optimize the parameters of a function defining a manifold in the policy parameters space, so that the corresponding image in the objectives space gets as close as possible to the true Pareto frontier. Besides deriving how to compute and estimate such gradient, we will also discuss the non{trivial issue of defining a metric to assess the quality of the candidate Pareto frontiers. Finally, the properties of the proposed approach are empirically evaluated on two problems, a linear-quadratic Gaussian regulator and a water reservoir control task. © 2016 AI Access Foundation. All rights reserved.",10.1613/jair.4961,,15.0,0.0,1.0
